element,n1,n2,n3,n4,sigma_x_pa,sigma_y_pa,tau_xy_pa,sigma_vm_pa
1.0000000000e+00,1.0000000000e+00,4.0000000000e+00,5.0000000000e+00,2.0000000000e+00,-5.9721877935e+06,-8.1872375342e+05,-5.6129975123e+06,1.1223412442e+07
2.0000000000e+00,2.0000000000e+00,5.0000000000e+00,6.0000000000e+00,3.0000000000e+00,6.2381412972e+06,1.4661842131e+06,-5.5870024877e+06,1.1205428555e+07
3.0000000000e+00,4.0000000000e+00,7.0000000000e+00,8.0000000000e+00,5.0000000000e+00,3.2453708398e+06,1.3873409735e+06,-2.7932054953e+06,5.6000626551e+06
4.0000000000e+00,5.0000000000e+00,8.0000000000e+00,9.0000000000e+00,6.0000000000e+00,-2.9794173360e+06,-2.9914788737e+05,-2.8067945047e+06,5.6311115150e+06
5.0000000000e+00,7.0000000000e+00,1.0000000000e+01,1.1000000000e+01,8.0000000000e+00,5.9992115623e+06,6.8135774253e+05,-4.0866081886e-07,5.6892159825e+06
6.0000000000e+00,8.0000000000e+00,1.1000000000e+01,1.2000000000e+01,9.0000000000e+00,-5.7332580585e+06,2.7989356151e+05,-4.1157982471e-07,5.8782046909e+06
7.0000000000e+00,1.0000000000e+01,1.3000000000e+01,1.4000000000e+01,1.1000000000e+01,3.2453708398e+06,1.3873409735e+06,2.7932054953e+06,5.6000626551e+06
8.0000000000e+00,1.1000000000e+01,1.4000000000e+01,1.5000000000e+01,1.2000000000e+01,-2.9794173360e+06,-2.9914788737e+05,2.8067945047e+06,5.6311115150e+06
9.0000000000e+00,1.3000000000e+01,1.6000000000e+01,1.7000000000e+01,1.4000000000e+01,-5.9721877935e+06,-8.1872375342e+05,5.6129975123e+06,1.1223412442e+07
1.0000000000e+01,1.4000000000e+01,1.7000000000e+01,1.8000000000e+01,1.5000000000e+01,6.2381412972e+06,1.4661842131e+06,5.5870024877e+06,1.1205428555e+07
