node,x_m,y_m,ux_m,uy_m,u_mag_m
1.0000000000e+00,-7.1120000000e-01,-5.0800000000e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.0000000000e+00,-7.1120000000e-01,-4.5720000000e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
3.0000000000e+00,-7.1120000000e-01,-4.0640000000e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
4.0000000000e+00,-7.1120000000e-01,-3.5560000000e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
5.0000000000e+00,-7.1120000000e-01,-3.0480000000e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6.0000000000e+00,-7.1120000000e-01,-2.5400000000e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7.0000000000e+00,-7.1120000000e-01,-2.0320000000e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8.0000000000e+00,-7.1120000000e-01,-1.5240000000e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
9.0000000000e+00,-7.1120000000e-01,-1.0160000000e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.0000000000e+01,-7.1120000000e-01,-5.0800000000e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.1000000000e+01,-7.1120000000e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.2000000000e+01,-7.1120000000e-01,5.0800000000e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.3000000000e+01,-7.1120000000e-01,1.0160000000e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.4000000000e+01,-7.1120000000e-01,1.5240000000e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.5000000000e+01,-7.1120000000e-01,2.0320000000e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.6000000000e+01,-7.1120000000e-01,2.5400000000e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.7000000000e+01,-7.1120000000e-01,3.0480000000e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.8000000000e+01,-7.1120000000e-01,3.5560000000e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1.9000000000e+01,-7.1120000000e-01,4.0640000000e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.0000000000e+01,-7.1120000000e-01,4.5720000000e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.1000000000e+01,-7.1120000000e-01,5.0800000000e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2.2000000000e+01,-6.8275200000e-01,-5.0800000000e-02,-3.8082253091e-05,-2.4863088873e-05,4.5480008672e-05
2.3000000000e+01,-6.8275200000e-01,-4.5720000000e-02,-3.2465991674e-05,-2.2590936657e-05,3.9552383423e-05
2.4000000000e+01,-6.8275200000e-01,-4.0640000000e-02,-2.7732410877e-05,-2.0737940379e-05,3.4628727730e-05
2.5000000000e+01,-6.8275200000e-01,-3.5560000000e-02,-2.3545108365e-05,-1.9237439200e-05,3.0404789012e-05
2.6000000000e+01,-6.8275200000e-01,-3.0480000000e-02,-1.9716290073e-05,-1.8032009533e-05,2.6718635108e-05
2.7000000000e+01,-6.8275200000e-01,-2.5400000000e-02,-1.6133167102e-05,-1.7075419313e-05,2.3491467078e-05
2.8000000000e+01,-6.8275200000e-01,-2.0320000000e-02,-1.2722700255e-05,-1.6331761042e-05,2.0702500344e-05
2.9000000000e+01,-6.8275200000e-01,-1.5240000000e-02,-9.4339026371e-06,-1.5773945829e-05,1.8379768387e-05
3.0000000000e+01,-6.8275200000e-01,-1.0160000000e-02,-6.2284642675e-06,-1.5382294287e-05,1.6595443491e-05
3.1000000000e+01,-6.8275200000e-01,-5.0800000000e-03,-3.0754546053e-06,-1.5143433436e-05,1.5452572512e-05
3.2000000000e+01,-6.8275200000e-01,0.0000000000e+00,5.1930293327e-08,-1.5049529771e-05,1.5049619366e-05
3.3000000000e+01,-6.8275200000e-01,5.0800000000e-03,3.1786103892e-06,-1.5097839114e-05,1.5428814274e-05
3.4000000000e+01,-6.8275200000e-01,1.0160000000e-02,6.3294400510e-06,-1.5290551058e-05,1.6548799443e-05
3.5000000000e+01,-6.8275200000e-01,1.5240000000e-02,9.5310130078e-06,-1.5634918757e-05,1.8310950098e-05
3.6000000000e+01,-6.8275200000e-01,2.0320000000e-02,1.2813859945e-05,-1.6143681440e-05,2.0611003303e-05
3.7000000000e+01,-6.8275200000e-01,2.5400000000e-02,1.6215608248e-05,-1.6835800169e-05,2.3374989159e-05
3.8000000000e+01,-6.8275200000e-01,3.0480000000e-02,1.9786101210e-05,-1.7737525394e-05,2.6572723011e-05
3.9000000000e+01,-6.8275200000e-01,3.5560000000e-02,2.3596431336e-05,-1.8883768055e-05,3.0222314070e-05
4.0000000000e+01,-6.8275200000e-01,4.0640000000e-02,2.7755963157e-05,-2.0319575001e-05,3.4398817116e-05
4.1000000000e+01,-6.8275200000e-01,4.5720000000e-02,3.2446210761e-05,-2.2101005105e-05,3.9258260525e-05
4.2000000000e+01,-6.8275200000e-01,5.0800000000e-02,3.7991521147e-05,-2.4293315783e-05,4.5094576956e-05
4.3000000000e+01,-6.5430400000e-01,-5.0800000000e-02,-6.8890566784e-05,-6.0588216835e-05,9.1743349683e-05
4.4000000000e+01,-6.5430400000e-01,-4.5720000000e-02,-6.1278327100e-05,-5.9136038094e-05,8.5159288240e-05
4.5000000000e+01,-6.5430400000e-01,-4.0640000000e-02,-5.3713871157e-05,-5.7724083265e-05,7.8849538638e-05
4.6000000000e+01,-6.5430400000e-01,-3.5560000000e-02,-4.6353842857e-05,-5.6419230931e-05,7.3019232853e-05
4.7000000000e+01,-6.5430400000e-01,-3.0480000000e-02,-3.9232369421e-05,-5.5258769604e-05,6.7769539090e-05
4.8000000000e+01,-6.5430400000e-01,-2.5400000000e-02,-3.2334976515e-05,-5.4262098921e-05,6.3165861710e-05
4.9000000000e+01,-6.5430400000e-01,-2.0320000000e-02,-2.5629081052e-05,-5.3438218421e-05,5.9266288761e-05
5.0000000000e+01,-6.5430400000e-01,-1.5240000000e-02,-1.9076406720e-05,-5.2790398019e-05,5.6131412028e-05
5.1000000000e+01,-6.5430400000e-01,-1.0160000000e-02,-1.2637791152e-05,-5.2319049490e-05,5.3823755952e-05
5.2000000000e+01,-6.5430400000e-01,-5.0800000000e-03,-6.2747691592e-06,-5.2023464518e-05,5.2400511338e-05
5.3000000000e+01,-6.5430400000e-01,0.0000000000e+00,5.0208290219e-08,-5.1902829483e-05,5.1902853768e-05
5.4000000000e+01,-6.5430400000e-01,5.0800000000e-03,6.3741187454e-06,-5.1956756432e-05,5.2346288585e-05
5.5000000000e+01,-6.5430400000e-01,1.0160000000e-02,1.2733916209e-05,-5.2185454762e-05,5.3716611125e-05
5.6000000000e+01,-6.5430400000e-01,1.5240000000e-02,1.9167083206e-05,-5.2589583760e-05,5.5973577683e-05
5.7000000000e+01,-6.5430400000e-01,2.0320000000e-02,2.5711991435e-05,-5.3169751652e-05,5.9060384305e-05
5.8000000000e+01,-6.5430400000e-01,2.5400000000e-02,3.2407723838e-05,-5.3925543901e-05,6.2914424812e-05
5.9000000000e+01,-6.5430400000e-01,3.0480000000e-02,3.9292590075e-05,-5.4853851846e-05,6.7474830100e-05
6.0000000000e+01,-6.5430400000e-01,3.5560000000e-02,4.6399551909e-05,-5.5946107885e-05,7.2683460326e-05
6.1000000000e+01,-6.5430400000e-01,4.0640000000e-02,5.3744353142e-05,-5.7183787347e-05,7.8475735295e-05
6.2000000000e+01,-6.5430400000e-01,4.5720000000e-02,6.1296311161e-05,-5.8531196684e-05,8.4753399620e-05
6.3000000000e+01,-6.5430400000e-01,5.0800000000e-02,6.8907454308e-05,-5.9924206715e-05,9.1318934563e-05
6.4000000000e+01,-6.2585600000e-01,-5.0800000000e-02,-9.6510583147e-05,-1.1282306389e-04,1.4846998486e-04
6.5000000000e+01,-6.2585600000e-01,-4.5720000000e-02,-8.5973208616e-05,-1.1142993635e-04,1.4074097951e-04
6.6000000000e+01,-6.2585600000e-01,-4.0640000000e-02,-7.5760716081e-05,-1.1020718713e-04,1.3373597196e-04
6.7000000000e+01,-6.2585600000e-01,-3.5560000000e-02,-6.5779707372e-05,-1.0912531749e-04,1.2741783556e-04
6.8000000000e+01,-6.2585600000e-01,-3.0480000000e-02,-5.5992821983e-05,-1.0817575976e-04,1.2180800924e-04
6.9000000000e+01,-6.2585600000e-01,-2.5400000000e-02,-4.6376498734e-05,-1.0735868053e-04,1.1694727838e-04
7.0000000000e+01,-6.2585600000e-01,-2.0320000000e-02,-3.6907786680e-05,-1.0667728653e-04,1.1288147846e-04
7.1000000000e+01,-6.2585600000e-01,-1.5240000000e-02,-2.7561151444e-05,-1.0613529680e-04,1.0965545265e-04
7.2000000000e+01,-6.2585600000e-01,-1.0160000000e-02,-1.8308413743e-05,-1.0573591693e-04,1.0730928265e-04
7.3000000000e+01,-6.2585600000e-01,-5.0800000000e-03,-9.1194567384e-06,-1.0548149298e-04,1.0587497274e-04
7.4000000000e+01,-6.2585600000e-01,0.0000000000e+00,3.7029160418e-08,-1.0537344310e-04,1.0537344961e-04
7.5000000000e+01,-6.2585600000e-01,5.0800000000e-03,9.1929227324e-06,-1.0541227439e-04,1.0581236894e-04
7.6000000000e+01,-6.2585600000e-01,1.0160000000e-02,1.8380139013e-05,-1.0559759973e-04,1.0718527221e-04
7.7000000000e+01,-6.2585600000e-01,1.5240000000e-02,2.7630102334e-05,-1.0592813006e-04,1.0947233117e-04
7.8000000000e+01,-6.2585600000e-01,2.0320000000e-02,3.6973140498e-05,-1.0640166411e-04,1.1264247531e-04
7.9000000000e+01,-6.2585600000e-01,2.5400000000e-02,4.6437767642e-05,-1.0701515690e-04,1.1665637603e-04
8.0000000000e+01,-6.2585600000e-01,3.0480000000e-02,5.6050005488e-05,-1.0776505114e-04,1.2146978786e-04
8.1000000000e+01,-6.2585600000e-01,3.5560000000e-02,6.5833442482e-05,-1.0864825741e-04,1.2703734092e-04
8.2000000000e+01,-6.2585600000e-01,4.0640000000e-02,7.5812296184e-05,-1.0966457183e-04,1.3331850047e-04
8.3000000000e+01,-6.2585600000e-01,4.5720000000e-02,8.6024061473e-05,-1.1082212774e-04,1.4029142222e-04
8.4000000000e+01,-6.2585600000e-01,5.0800000000e-02,9.6560023371e-05,-1.1214908249e-04,1.4799072544e-04
8.5000000000e+01,-5.9740800000e-01,-5.0800000000e-02,-1.2003712834e-04,-1.7909932545e-04,2.1560491775e-04
8.6000000000e+01,-5.9740800000e-01,-4.5720000000e-02,-1.0722417207e-04,-1.7794117308e-04,2.0775005211e-04
8.7000000000e+01,-5.9740800000e-01,-4.0640000000e-02,-9.4654288580e-05,-1.7688837055e-04,2.0062135973e-04
8.8000000000e+01,-5.9740800000e-01,-3.5560000000e-02,-8.2317730880e-05,-1.7595275441e-04,1.9425648149e-04
8.9000000000e+01,-5.9740800000e-01,-3.0480000000e-02,-7.0184761504e-05,-1.7513686560e-04,1.8867650209e-04
9.0000000000e+01,-5.9740800000e-01,-2.5400000000e-02,-5.8223608370e-05,-1.7444078406e-04,1.8390099432e-04
9.1000000000e+01,-5.9740800000e-01,-2.0320000000e-02,-4.6404004062e-05,-1.7386437556e-04,1.7995041729e-04
9.2000000000e+01,-5.9740800000e-01,-1.5240000000e-02,-3.4697040797e-05,-1.7340781155e-04,1.7684499922e-04
9.3000000000e+01,-5.9740800000e-01,-1.0160000000e-02,-2.3074483001e-05,-1.7307151474e-04,1.7460292375e-04
9.4000000000e+01,-5.9740800000e-01,-5.0800000000e-03,-1.1508282714e-05,-1.7285597101e-04,1.7323864258e-04
9.5000000000e+01,-5.9740800000e-01,0.0000000000e+00,2.9638444329e-08,-1.7276155995e-04,1.7276156250e-04
9.6000000000e+01,-5.9740800000e-01,5.0800000000e-03,1.1567427340e-05,-1.7278844741e-04,1.7317520877e-04
9.7000000000e+01,-5.9740800000e-01,1.0160000000e-02,2.3133252564e-05,-1.7293654721e-04,1.7447692322e-04
9.8000000000e+01,-5.9740800000e-01,1.5240000000e-02,3.4755255405e-05,-1.7320555187e-04,1.7665811891e-04
9.9000000000e+01,-5.9740800000e-01,2.0320000000e-02,4.6461580076e-05,-1.7359503148e-04,1.7970507332e-04
1.0000000000e+02,-5.9740800000e-01,2.5400000000e-02,5.8280575379e-05,-1.7410459287e-04,1.8360020350e-04
1.0100000000e+02,-5.9740800000e-01,3.0480000000e-02,7.0241250964e-05,-1.7473405700e-04,1.8832372132e-04
1.0200000000e+02,-5.9740800000e-01,3.5560000000e-02,8.2373926484e-05,-1.7548350807e-04,1.9385542388e-04
1.0300000000e+02,-5.9740800000e-01,4.0640000000e-02,9.4710357658e-05,-1.7635279188e-04,2.0017582035e-04
1.0400000000e+02,-5.9740800000e-01,4.5720000000e-02,1.0728032306e-04,-1.7733935754e-04,2.0726387879e-04
1.0500000000e+02,-5.9740800000e-01,5.0800000000e-02,1.2009437154e-04,-1.7843169887e-04,2.1508261026e-04
1.0600000000e+02,-5.6896000000e-01,-5.0800000000e-02,-1.3968085282e-04,-2.5722368558e-04,2.9270251975e-04
1.0700000000e+02,-5.6896000000e-01,-4.5720000000e-02,-1.2493314771e-04,-2.5625199393e-04,2.8508485718e-04
1.0800000000e+02,-5.6896000000e-01,-4.0640000000e-02,-1.1043383744e-04,-2.5537715710e-04,2.7823214196e-04
1.0900000000e+02,-5.6896000000e-01,-3.5560000000e-02,-9.6150397149e-05,-2.5459743896e-04,2.7214840583e-04
1.1000000000e+02,-5.6896000000e-01,-3.0480000000e-02,-8.2056687382e-05,-2.5391421776e-04,2.6684401797e-04
1.1100000000e+02,-5.6896000000e-01,-2.5400000000e-02,-6.8126398328e-05,-2.5332906491e-04,2.6232960427e-04
1.1200000000e+02,-5.6896000000e-01,-2.0320000000e-02,-5.4332474996e-05,-2.5284313436e-04,2.5861490373e-04
1.1300000000e+02,-5.6896000000e-01,-1.5240000000e-02,-4.0647533657e-05,-2.5245718449e-04,2.5570852937e-04
1.1400000000e+02,-5.6896000000e-01,-1.0160000000e-02,-2.7044178491e-05,-2.5217170236e-04,2.5361773412e-04
1.1500000000e+02,-5.6896000000e-01,-5.0800000000e-03,-1.3495120356e-05,-2.5198699582e-04,2.5234810151e-04
1.1600000000e+02,-5.6896000000e-01,0.0000000000e+00,2.6822000862e-08,-2.5190324114e-04,2.5190324257e-04
1.1700000000e+02,-5.6896000000e-01,5.0800000000e-03,1.3548769757e-05,-2.5192050145e-04,2.5228457783e-04
1.1800000000e+02,-5.6896000000e-01,1.0160000000e-02,2.7097846187e-05,-2.5203873017e-04,2.5349125187e-04
1.1900000000e+02,-5.6896000000e-01,1.5240000000e-02,4.0701237966e-05,-2.5225776490e-04,2.5552019631e-04
1.2000000000e+02,-5.6896000000e-01,2.0320000000e-02,5.4386240908e-05,-2.5257730709e-04,2.5836632764e-04
1.2100000000e+02,-5.6896000000e-01,2.5400000000e-02,6.8180257149e-05,-2.5299687428e-04,2.6202283461e-04
1.2200000000e+02,-5.6896000000e-01,3.0480000000e-02,8.2110678498e-05,-2.5351571025e-04,2.6648147941e-04
1.2300000000e+02,-5.6896000000e-01,3.5560000000e-02,9.6204579513e-05,-2.5413266546e-04,2.7173283345e-04
1.2400000000e+02,-5.6896000000e-01,4.0640000000e-02,1.1048831535e-04,-2.5484617663e-04,2.7776652349e-04
1.2500000000e+02,-5.6896000000e-01,4.5720000000e-02,1.2498807296e-04,-2.5565485473e-04,2.8457235131e-04
1.2600000000e+02,-5.6896000000e-01,5.0800000000e-02,1.3973616674e-04,-2.5656029167e-04,2.9214616129e-04
1.2700000000e+02,-5.4051200000e-01,-5.0800000000e-02,-1.5561013396e-04,-3.4504441388e-04,3.7851045077e-04
1.2800000000e+02,-5.4051200000e-01,-4.5720000000e-02,-1.3931000039e-04,-3.4425849760e-04,3.7137742174e-04
1.2900000000e+02,-5.4051200000e-01,-4.0640000000e-02,-1.2324178048e-04,-3.4354693193e-04,3.6498360359e-04
1.3000000000e+02,-5.4051200000e-01,-3.5560000000e-02,-1.0738099905e-04,-3.4291206184e-04,3.5933182591e-04
1.3100000000e+02,-5.4051200000e-01,-3.0480000000e-02,-9.1701290301e-05,-3.4235499074e-04,3.5442356909e-04
1.3200000000e+02,-5.4051200000e-01,-2.5400000000e-02,-7.6176575634e-05,-3.4187666215e-04,3.5026064980e-04
