element,n1,n2,n3,n4,sigma_x_pa,sigma_y_pa,tau_xy_pa,sigma_vm_pa
61,64,65,86,85,-1.42913130e+07,1.90174942e+04,6.21458468e+05,1.43412833e+07
62,65,66,87,86,-1.35678439e+07,-8.79543589e+03,6.15965462e+05,1.36053435e+07
63,66,67,88,87,-1.27791307e+07,3.78839885e+02,6.18580667e+05,1.28241549e+07
64,67,68,89,88,-1.19592509e+07,-3.97448544e+02,6.18127703e+05,1.20068803e+07
65,68,69,90,89,-1.11342895e+07,-2.68913505e+01,6.18263089e+05,1.11856538e+07
66,69,70,91,90,-1.03072029e+07,-1.71492359e+01,6.18233763e+05,1.03626683e+07
67,70,71,92,91,-9.47972792e+06,-4.81727894e+00,6.18240408e+05,9.54001359e+06
68,71,72,93,92,-8.65210589e+06,-7.64393973e-01,6.18238094e+05,8.71811819e+06
69,72,73,94,93,-7.82445436e+06,-5.04079061e-01,6.18238232e+05,7.89738802e+06
70,73,74,95,94,-6.99679224e+06,-1.59216064e-01,6.18237995e+05,7.07825933e+06
71,74,75,96,95,-6.16912754e+06,3.23914995e-01,6.18237905e+05,6.26137293e+06
72,75,76,97,96,-5.34145922e+06,-2.18041334e+00,6.18238141e+05,5.44773624e+06
73,76,77,98,97,-4.51378739e+06,7.96798304e+00,6.18237154e+05,4.63906932e+06
74,77,78,99,98,-3.68607087e+06,-4.24264105e+01,6.18242137e+05,3.83844136e+06
75,78,79,100,99,-2.85832769e+06,1.64468676e+02,6.18223380e+05,3.05239377e+06
76,79,80,101,100,-2.02986912e+06,-8.27683676e+02,6.18316792e+05,2.29469741e+06
77,80,81,102,101,-1.20142839e+06,3.33105978e+03,6.17969431e+05,1.61031114e+06
78,81,82,103,102,-3.61256769e+05,-1.61609761e+04,6.19941558e+05,1.13044769e+06
79,82,83,104,103,4.70577809e+05,6.63106050e+04,6.16734551e+05,1.15573388e+06
80,84,85,106,105,-3.16889020e+07,-3.75740500e+05,4.41298206e+05,3.15119838e+07
81,85,86,107,106,-2.98213627e+07,8.00839447e+04,2.81317405e+05,2.98654603e+07
82,86,87,108,107,-2.81233080e+07,-2.24096468e+04,2.73494516e+05,2.81161007e+07
83,87,88,109,108,-2.64517359e+07,4.87356288e+03,2.64847016e+05,2.64581500e+07
84,88,89,110,109,-2.47931345e+07,-1.38470279e+03,2.64188361e+05,2.47966646e+07
85,89,90,111,110,-2.31366375e+07,2.97353734e+02,2.63631897e+05,2.31412916e+07
86,90,91,112,111,-2.14810534e+07,-8.70085791e+01,2.63570424e+05,2.14858603e+07
87,91,92,113,112,-1.98256357e+07,1.83231875e+01,2.63533093e+05,1.98308987e+07
88,92,93,114,113,-1.81702843e+07,-5.56829308e+00,2.63527646e+05,1.81760136e+07
89,93,94,115,114,-1.65149468e+07,1.15721679e+00,2.63524998e+05,1.65212536e+07
90,94,95,116,115,-1.48596145e+07,-4.75355462e-01,2.63524453e+05,1.48666227e+07
91,95,96,117,116,-1.32042836e+07,4.85200771e-01,2.63524252e+05,1.32121704e+07
92,96,97,118,117,-1.15489544e+07,-1.99583462e+00,2.63523279e+05,1.15579695e+07
93,97,98,119,118,-9.89362677e+06,7.58311518e+00,2.63523965e+05,9.90415369e+06
94,98,99,120,119,-8.23831699e+06,-3.52834591e+01,2.63508294e+05,8.25093244e+06
95,99,100,121,120,-6.58302071e+06,1.39632724e+02,2.63529949e+05,6.59889574e+06
96,100,101,122,121,-4.92800633e+06,-6.41002377e+02,2.63257379e+05,4.94873734e+06
97,101,102,123,122,-3.27303312e+06,2.59357305e+03,2.63780837e+05,3.30605239e+06
98,102,103,124,123,-1.62255425e+06,-1.18442629e+04,2.58798451e+05,1.67765746e+06
99,103,104,125,124,3.15245156e+04,4.77791562e+04,2.68271854e+05,4.66561668e+05
