node,x_m,y_m,ux_m,uy_m,u_mag_m
0,-7.11200000e-01,-5.08000000e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,-6.40080000e-01,-5.08000000e-02,4.07096350e-05,4.77893794e-05,6.27781743e-05
2,-5.68960000e-01,-5.08000000e-02,7.82968594e-05,1.46699200e-04,1.66286059e-04
3,-4.97840000e-01,-5.08000000e-02,1.13687156e-04,2.97524029e-04,3.18504815e-04
4,-4.26720000e-01,-5.08000000e-02,1.47001385e-04,4.96233498e-04,5.17549120e-04
5,-3.55600000e-01,-5.08000000e-02,1.78285181e-04,7.40209168e-04,7.61377185e-04
6,-2.84480000e-01,-5.08000000e-02,2.07547114e-04,1.02655472e-03,1.04732536e-03
7,-2.13360000e-01,-5.08000000e-02,2.34790149e-04,1.35245652e-03,1.37268534e-03
8,-1.42240000e-01,-5.08000000e-02,2.60014940e-04,1.71508508e-03,1.73468285e-03
9,-7.11200000e-02,-5.08000000e-02,2.83221688e-04,2.11161587e-03,2.13052484e-03
10,-1.11022302e-16,-5.08000000e-02,3.04410441e-04,2.53922347e-03,2.55740524e-03
11,7.11200000e-02,-5.08000000e-02,3.23581214e-04,2.99508276e-03,3.01251150e-03
12,1.42240000e-01,-5.08000000e-02,3.40734010e-04,3.47636854e-03,3.49302704e-03
13,2.13360000e-01,-5.08000000e-02,3.55868836e-04,3.98025563e-03,3.99613282e-03
14,2.84480000e-01,-5.08000000e-02,3.68985695e-04,4.50391900e-03,4.51900839e-03
15,3.55600000e-01,-5.08000000e-02,3.80084663e-04,5.04453302e-03,5.05883165e-03
16,4.26720000e-01,-5.08000000e-02,3.89165738e-04,5.59927491e-03,5.61278269e-03
17,4.97840000e-01,-5.08000000e-02,3.96230214e-04,6.16531048e-03,6.17802975e-03
18,5.68960000e-01,-5.08000000e-02,4.01277235e-04,6.73985926e-03,6.75179430e-03
19,6.40080000e-01,-5.08000000e-02,4.04330183e-04,7.31992207e-03,7.33108055e-03
20,7.11200000e-01,-5.08000000e-02,4.05379361e-04,7.90352368e-03,7.91391300e-03
21,-7.11200000e-01,-3.04800000e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00
22,-6.40080000e-01,-3.04800000e-02,2.25905882e-05,4.48267417e-05,5.01973251e-05
23,-5.68960000e-01,-3.04800000e-02,4.48988252e-05,1.44589934e-04,1.51400639e-04
24,-4.97840000e-01,-3.04800000e-02,6.60400108e-05,2.95355868e-04,3.02648925e-04
25,-4.26720000e-01,-3.04800000e-02,8.60119056e-05,4.94235294e-04,5.01663805e-04
26,-3.55600000e-01,-3.04800000e-02,1.04775988e-04,7.38325082e-04,7.45722425e-04
27,-2.84480000e-01,-3.04800000e-02,1.22331904e-04,1.02479885e-03,1.03207450e-03
28,-2.13360000e-01,-3.04800000e-02,1.38677300e-04,1.35082540e-03,1.35792513e-03
29,-1.42240000e-01,-3.04800000e-02,1.53812083e-04,1.71357959e-03,1.72046888e-03
30,-7.11200000e-02,-3.04800000e-02,1.67736102e-04,2.11023580e-03,2.11689171e-03
31,-1.11022302e-16,-3.04800000e-02,1.80449347e-04,2.53796887e-03,2.54437575e-03
32,7.11200000e-02,-3.04800000e-02,1.91951808e-04,2.99395361e-03,3.00010062e-03
33,1.42240000e-01,-3.04800000e-02,2.02243485e-04,3.47536485e-03,3.48124450e-03
34,2.13360000e-01,-3.04800000e-02,2.11324371e-04,3.97937742e-03,3.98498465e-03
35,2.84480000e-01,-3.04800000e-02,2.19194475e-04,4.50316619e-03,4.50849775e-03
36,3.55600000e-01,-3.04800000e-02,2.25853725e-04,5.04390594e-03,5.04896000e-03
37,4.26720000e-01,-3.04800000e-02,2.31302265e-04,5.59877212e-03,5.60354798e-03
38,4.97840000e-01,-3.04800000e-02,2.35538847e-04,6.16493826e-03,6.16943615e-03
39,5.68960000e-01,-3.04800000e-02,2.38566534e-04,6.73959080e-03,6.74381184e-03
40,6.40080000e-01,-3.04800000e-02,2.40361336e-04,7.31987384e-03,7.32381912e-03
41,7.11200000e-01,-3.04800000e-02,2.40965221e-04,7.90320121e-03,7.90687382e-03
42,-7.11200000e-01,-1.01600000e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00
43,-6.40080000e-01,-1.01600000e-02,7.38602985e-06,4.34968836e-05,4.41195231e-05
44,-5.68960000e-01,-1.01600000e-02,1.46570659e-05,1.43516600e-04,1.44263107e-04
