element,n1,n2,n3,n4,sigma_x_pa,sigma_y_pa,tau_xy_pa,sigma_vm_pa
21,22,23,44,43,1.00212646e+06,-1.83197588e+03,-4.13285058e+02,1.00304396e+06
22,23,24,45,44,1.00009828e+06,1.18763808e+02,-1.23235169e+02,1.00003893e+06
23,24,25,46,45,1.00012704e+06,-2.78172809e+01,-5.34193542e+01,1.00014096e+06
24,25,26,47,46,1.00003585e+06,-8.36360921e+00,-2.66856484e+01,1.00004003e+06
25,26,27,48,47,1.00001846e+06,-1.97855465e+00,-1.01174379e+01,1.00001945e+06
26,27,28,49,48,1.00000713e+06,-1.57086822e+00,-4.67957956e+00,1.00000791e+06
27,28,29,50,49,1.00000321e+06,-4.30417289e-01,-1.89661363e+00,1.00000342e+06
28,29,30,51,50,1.00000132e+06,-2.53449101e-01,-8.33086173e-01,1.00000145e+06
29,30,31,52,51,1.00000057e+06,-8.82323559e-02,-3.48591860e-01,1.00000062e+06
30,31,32,53,52,1.00000024e+06,-4.30444500e-02,-1.50108841e-01,1.00000026e+06
31,32,33,54,53,1.00000010e+06,-1.68473867e-02,-6.35532200e-02,1.00000011e+06
32,33,34,55,54,1.00000004e+06,-7.58301106e-03,-2.71762595e-02,1.00000005e+06
33,34,35,56,55,1.00000002e+06,-3.12087860e-03,-1.15534334e-02,1.00000002e+06
34,35,36,57,56,1.00000001e+06,-1.35913626e-03,-4.92889544e-03,1.00000001e+06
35,36,37,58,57,1.00000000e+06,-5.70797415e-04,-2.09934446e-03,1.00000000e+06
36,37,38,59,58,1.00000000e+06,-2.44638501e-04,-8.97152633e-04,1.00000000e+06
37,38,39,60,59,1.00000000e+06,-1.02662860e-04,-3.87372264e-04,1.00000000e+06
38,39,40,61,60,1.00000000e+06,-3.49129283e-05,-1.78807015e-04,1.00000000e+06
39,40,41,62,61,1.00000000e+06,-4.52487692e-05,-9.25153910e-05,1.00000000e+06
40,42,43,64,63,9.97710533e+05,1.30848397e+04,-1.11293933e-10,9.91232888e+05
41,43,44,65,64,1.00128288e+06,-1.61863168e+03,-3.69831231e-11,1.00209318e+06
42,44,45,66,65,1.00072384e+06,3.29825943e+01,1.47473075e-10,1.00070735e+06
43,45,46,67,66,1.00029720e+06,-1.68395441e+01,2.15926309e-11,1.00030562e+06
44,46,47,68,67,1.00013723e+06,-1.55262610e+01,-1.26799279e-10,1.00014499e+06
45,47,48,69,68,1.00005589e+06,-2.56136712e+00,-3.48008891e-10,1.00005717e+06
46,48,49,70,69,1.00002456e+06,-2.28189011e+00,-4.06584646e-10,1.00002570e+06
47,49,50,71,70,1.00001027e+06,-6.64559207e-01,-4.82618271e-10,1.00001060e+06
48,50,51,72,71,1.00000443e+06,-3.57596497e-01,-6.58804951e-10,1.00000461e+06
49,51,52,73,72,1.00000187e+06,-1.34954267e-01,-7.61714511e-10,1.00000194e+06
50,52,53,74,73,1.00000080e+06,-6.14484470e-02,-4.87901575e-10,1.00000083e+06
51,53,54,75,74,1.00000034e+06,-2.53047320e-02,-2.20520486e-10,1.00000035e+06
52,54,55,76,75,1.00000015e+06,-1.09686358e-02,-3.84762306e-10,1.00000015e+06
53,55,56,77,76,1.00000006e+06,-4.63432413e-03,-2.61868077e-11,1.00000006e+06
54,56,57,78,77,1.00000003e+06,-1.98172391e-03,3.81316673e-11,1.00000003e+06
55,57,58,79,78,1.00000001e+06,-8.42642442e-04,-7.13475655e-10,1.00000001e+06
56,58,59,80,79,1.00000000e+06,-3.58015147e-04,-6.51683977e-10,1.00000000e+06
57,59,60,81,80,1.00000000e+06,-1.51584374e-04,-1.63093276e-11,1.00000000e+06
58,60,61,82,81,1.00000000e+06,-5.07513814e-05,4.96171093e-11,1.00000000e+06
59,61,62,83,82,1.00000000e+06,-6.65661596e-05,-9.55588771e-11,1.00000000e+06
60,63,64,85,84,9.97698590e+05,1.27264614e+04,-2.59238377e+03,9.91406792e+05
61,64,65,86,85,1.00212646e+06,-1.83197588e+03,4.13285058e+02,1.00304396e+06
62,65,66,87,86,1.00009828e+06,1.18763808e+02,1.23235169e+02,1.00003893e+06
63,66,67,88,87,1.00012704e+06,-2.78172809e+01,5.34193542e+01,1.00014096e+06
64,67,68,89,88,1.00003585e+06,-8.36360921e+00,2.66856484e+01,1.00004003e+06
65,68,69,90,89,1.00001846e+06,-1.97855465e+00,1.01174379e+01,1.00001945e+06
66,69,70,91,90,1.00000713e+06,-1.57086822e+00,4.67957956e+00,1.00000791e+06
67,70,71,92,91,1.00000321e+06,-4.30417289e-01,1.89661363e+00,1.00000342e+06
68,71,72,93,92,1.00000132e+06,-2.53449101e-01,8.33086172e-01,1.00000145e+06
69,72,73,94,93,1.00000057e+06,-8.82323559e-02,3.48591860e-01,1.00000062e+06
70,73,74,95,94,1.00000024e+06,-4.30444502e-02,1.50108841e-01,1.00000026e+06
71,74,75,96,95,1.00000010e+06,-1.68473869e-02,6.35532201e-02,1.00000011e+06
72,75,76,97,96,1.00000004e+06,-7.58301120e-03,2.71762597e-02,1.00000005e+06
73,76,77,98,97,1.00000002e+06,-3.12087867e-03,1.15534336e-02,1.00000002e+06
74,77,78,99,98,1.00000001e+06,-1.35913633e-03,4.92889458e-03,1.00000001e+06
75,78,79,100,99,1.00000000e+06,-5.70797332e-04,2.09934361e-03,1.00000000e+06
76,79,80,101,100,1.00000000e+06,-2.44638668e-04,8.97153190e-04,1.00000000e+06
77,80,81,102,101,1.00000000e+06,-1.02662878e-04,3.87372736e-04,1.00000000e+06
78,81,82,103,102,1.00000000e+06,-3.49129300e-05,1.78807345e-04,1.00000000e+06
79,82,83,104,103,1.00000000e+06,-4.52485163e-05,9.25149697e-05,1.00000000e+06
80,84,85,106,105,1.00344614e+06,1.17823922e+04,-4.70106864e+03,9.97640362e+05
81,85,86,107,106,9.97232098e+05,-2.54045351e+03,1.41944171e+03,9.98507775e+05
82,86,87,108,107,9.99539796e+05,5.15345494e+02,-2.99131220e+01,9.99282224e+05
83,87,88,109,108,9.99724360e+05,-1.28328386e+02,5.77147500e+01,9.99788535e+05
84,88,89,110,109,9.99895537e+05,2.84176066e+01,1.22645680e+01,9.99881329e+05
85,89,90,111,110,9.99953595e+05,-8.23681418e+00,7.12126209e+00,9.99957714e+05
86,90,91,112,111,9.99980591e+05,1.59391527e+00,2.65805293e+00,9.99979794e+05
87,91,92,113,112,9.99991658e+05,-6.12023325e-01,1.20961100e+00,9.99991964e+05
88,92,93,114,113,9.99996463e+05,6.78727658e-02,4.97722253e-01,9.99996429e+05
89,93,94,115,114,9.99998489e+05,-5.49520890e-02,2.16205504e-01,9.99998516e+05
90,94,95,116,115,9.99999357e+05,-1.96877408e-03,9.11018462e-02,9.99999358e+05
91,95,96,117,116,9.99999726e+05,-6.32719913e-03,3.90617651e-02,9.99999729e+05
92,96,97,118,117,9.99999883e+05,-1.28968342e-03,1.65803541e-02,9.99999884e+05
93,97,98,119,118,9.99999950e+05,-9.09853749e-04,7.07934538e-03,9.99999951e+05
94,98,99,120,119,9.99999979e+05,-2.95166141e-04,3.01253680e-03,9.99999979e+05
95,99,100,121,120,9.99999991e+05,-1.49395005e-04,1.28502076e-03,9.99999991e+05
96,100,101,122,121,9.99999996e+05,-5.74503454e-05,5.48701801e-04,9.99999996e+05
97,101,102,123,122,9.99999998e+05,-2.55757552e-05,2.36946756e-04,9.99999998e+05
98,102,103,124,123,9.99999999e+05,-8.57930583e-06,1.12248403e-04,9.99999999e+05
99,103,104,125,124,1.00000000e+06,-1.10684256e-05,5.37817953e-05,1.00000000e+06
