node,x_m,y_m,ux_m,uy_m,u_mag_m
57,3.55600000e-01,-1.01600000e-02,5.81463939e-05,3.56637191e-03,3.56684589e-03
58,4.26720000e-01,-1.01600000e-02,5.97752973e-05,3.95876493e-03,3.95921619e-03
59,4.97840000e-01,-1.01600000e-02,6.11181791e-05,4.35915385e-03,4.35958229e-03
60,5.68960000e-01,-1.01600000e-02,6.21748291e-05,4.76551932e-03,4.76592489e-03
61,6.40080000e-01,-1.01600000e-02,6.29371594e-05,5.17597712e-03,5.17635975e-03
62,7.11200000e-01,-1.01600000e-02,6.34252447e-05,5.58810723e-03,5.58846715e-03
63,-7.11200000e-01,1.01600000e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00
64,-6.40080000e-01,1.01600000e-02,-4.87992125e-06,3.07420288e-05,3.11269331e-05
65,-5.68960000e-01,1.01600000e-02,-9.67591886e-06,1.01468180e-04,1.01928480e-04
66,-4.97840000e-01,1.01600000e-02,-1.42861745e-05,2.08078739e-04,2.08568589e-04
67,-4.26720000e-01,1.01600000e-02,-1.86390940e-05,3.48755672e-04,3.49253396e-04
68,-3.55600000e-01,1.01600000e-02,-2.27149126e-05,5.21396034e-04,5.21890593e-04
69,-2.84480000e-01,1.01600000e-02,-2.65073691e-05,7.24007881e-04,7.24492963e-04
70,-2.13360000e-01,1.01600000e-02,-3.00150522e-05,9.54587780e-04,9.55059545e-04
71,-1.42240000e-01,1.01600000e-02,-3.32374952e-05,1.21113807e-03,1.21159405e-03
72,-7.11200000e-02,1.01600000e-02,-3.61745987e-05,1.49166072e-03,1.49209929e-03
73,-1.11022302e-16,1.01600000e-02,-3.88263280e-05,1.79415803e-03,1.79457809e-03
74,7.11200000e-02,1.01600000e-02,-4.11926757e-05,2.11663229e-03,2.11703309e-03
75,1.42240000e-01,1.01600000e-02,-4.32736389e-05,2.45708580e-03,2.45746683e-03
76,2.13360000e-01,1.01600000e-02,-4.50692147e-05,2.81352087e-03,2.81388183e-03
77,2.84480000e-01,1.01600000e-02,-4.65793988e-05,3.18393977e-03,3.18428047e-03
78,3.55600000e-01,1.01600000e-02,-4.78041565e-05,3.56634511e-03,3.56666549e-03
79,4.26720000e-01,1.01600000e-02,-4.87434456e-05,3.95873813e-03,3.95903820e-03
80,4.97840000e-01,1.01600000e-02,-4.93967130e-05,4.35912705e-03,4.35940692e-03
81,5.68960000e-01,1.01600000e-02,-4.97637488e-05,4.76549252e-03,4.76575234e-03
82,6.40080000e-01,1.01600000e-02,-4.98364647e-05,5.17595033e-03,5.17619025e-03
83,7.11200000e-01,1.01600000e-02,-4.96349357e-05,5.58808043e-03,5.58830086e-03
84,-7.11200000e-01,3.04800000e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00
85,-6.40080000e-01,3.04800000e-02,-1.56311086e-05,3.16519083e-05,3.53012019e-05
86,-5.68960000e-01,3.04800000e-02,-3.10593912e-05,1.02200597e-04,1.06815953e-04
87,-4.97840000e-01,3.04800000e-02,-4.56638607e-05,2.08807894e-04,2.13742660e-04
88,-4.26720000e-01,3.04800000e-02,-5.94413270e-05,3.49436902e-04,3.54456513e-04
89,-3.55600000e-01,3.04800000e-02,-7.23647524e-05,5.22034474e-04,5.27026232e-04
90,-2.84480000e-01,3.04800000e-02,-8.44338590e-05,7.24602017e-04,7.29504736e-04
91,-2.13360000e-01,3.04800000e-02,-9.56469953e-05,9.55137603e-04,9.59914678e-04
92,-1.42240000e-01,3.04800000e-02,-1.06004097e-04,1.21164355e-03,1.21627175e-03
