element,n1,n2,n3,n4,sigma_x_pa,sigma_y_pa,tau_xy_pa,sigma_vm_pa
74,77,78,99,98,-7.38446204e+06,-7.34833402e+01,1.07082679e+06,7.61378664e+06
75,78,79,100,99,-5.95076878e+06,2.84868674e+02,1.07079430e+06,6.23322916e+06
76,79,80,101,100,-4.51583645e+06,-1.43358993e+03,1.07095610e+06,4.88130596e+06
77,80,81,102,101,-3.08093502e+06,5.76956488e+03,1.07035445e+06,3.59818642e+06
78,81,82,103,102,-1.62571508e+06,-2.79916316e+04,1.07377028e+06,2.46113276e+06
79,82,83,104,103,-1.84935325e+05,1.14853337e+05,1.06821558e+06,1.86865897e+06
80,84,85,106,105,-5.58902345e+07,-6.62584028e+05,7.69051982e+05,5.55778703e+07
81,85,86,107,106,-5.26493475e+07,1.41249915e+05,4.85836597e+05,5.27268297e+07
82,86,87,108,107,-4.97105381e+07,-3.93299923e+04,4.73736310e+05,4.96976590e+07
83,87,88,109,108,-4.68154749e+07,8.56958690e+03,4.58670773e+05,4.68264998e+07
84,88,89,110,109,-4.39428642e+07,-2.42679320e+03,4.57575400e+05,4.39487976e+07
85,89,90,111,110,-4.10737852e+07,5.23268589e+02,4.56616719e+05,4.10816604e+07
86,90,91,112,111,-3.82062564e+07,-1.52297195e+02,4.56514707e+05,3.82143616e+07
87,91,92,113,112,-3.53390000e+07,3.23487152e+01,4.56451496e+05,3.53478586e+07
88,92,93,114,113,-3.24718521e+07,-9.71243914e+00,4.56442775e+05,3.24814699e+07
89,93,94,115,114,-2.96047254e+07,2.05931100e+00,4.56438470e+05,2.96152804e+07
90,94,95,116,115,-2.67376066e+07,-8.21370409e-01,4.56437650e+05,2.67492915e+07
91,95,96,117,116,-2.38704898e+07,8.46718407e-01,4.56437355e+05,2.38835783e+07
92,96,97,118,117,-2.10033757e+07,-3.45559814e+00,4.56435692e+05,2.10182472e+07
93,97,98,119,118,-1.81362642e+07,1.31352505e+01,4.56436889e+05,1.81534933e+07
94,98,99,120,119,-1.52691836e+07,-6.11124502e+01,4.56409751e+05,1.52896031e+07
95,99,100,121,120,-1.24021263e+07,2.41851122e+02,4.56447261e+05,1.24274201e+07
96,100,101,122,121,-9.53555733e+06,-1.11024863e+03,4.55975156e+05,9.56765426e+06
97,101,102,123,122,-6.66905966e+06,4.49220031e+03,4.56881812e+05,6.71807700e+06
98,102,103,124,123,-3.81034640e+06,-2.05148651e+04,4.48252065e+05,3.87863140e+06
99,103,104,125,124,-9.45397937e+05,8.27559261e+04,4.64660481e+05,1.27537883e+06
