node,x_m,y_m,ux_m,uy_m,u_mag_m
0,-7.11200000e-01,-5.08000000e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,-6.40080000e-01,-5.08000000e-02,4.90634832e-07,1.10126112e-07,5.02842221e-07
2,-5.68960000e-01,-5.08000000e-02,9.74520704e-07,9.25955993e-08,9.78909877e-07
3,-4.97840000e-01,-5.08000000e-02,1.46185038e-06,9.52212108e-08,1.46494834e-06
4,-4.26720000e-01,-5.08000000e-02,1.94926244e-06,9.46788038e-08,1.95156044e-06
5,-3.55600000e-01,-5.08000000e-02,2.43681578e-06,9.47692442e-08,2.43865790e-06
6,-2.84480000e-01,-5.08000000e-02,2.92441273e-06,9.47395927e-08,2.92594692e-06
7,-2.13360000e-01,-5.08000000e-02,3.41202924e-06,9.47427222e-08,3.41334436e-06
8,-1.42240000e-01,-5.08000000e-02,3.89965408e-06,9.47402490e-08,3.90080474e-06
9,-7.11200000e-02,-5.08000000e-02,4.38728242e-06,9.47401402e-08,4.38830522e-06
10,-1.11022302e-16,-5.08000000e-02,4.87491226e-06,9.47398562e-08,4.87583277e-06
11,7.11200000e-02,-5.08000000e-02,5.36254275e-06,9.47397954e-08,5.36337956e-06
12,1.42240000e-01,-5.08000000e-02,5.85017350e-06,9.47397542e-08,5.85094058e-06
13,2.13360000e-01,-5.08000000e-02,6.33780437e-06,9.47397406e-08,6.33851244e-06
14,2.84480000e-01,-5.08000000e-02,6.82543530e-06,9.47397337e-08,6.82609278e-06
15,3.55600000e-01,-5.08000000e-02,7.31306624e-06,9.47397311e-08,7.31367988e-06
16,4.26720000e-01,-5.08000000e-02,7.80069719e-06,9.47397299e-08,7.80127248e-06
17,4.97840000e-01,-5.08000000e-02,8.28832815e-06,9.47397294e-08,8.28886959e-06
18,5.68960000e-01,-5.08000000e-02,8.77595910e-06,9.47397292e-08,8.77647046e-06
19,6.40080000e-01,-5.08000000e-02,9.26359006e-06,9.47397291e-08,9.26407450e-06
20,7.11200000e-01,-5.08000000e-02,9.75122102e-06,9.47397292e-08,9.75168124e-06
21,-7.11200000e-01,-3.04800000e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00
22,-6.40080000e-01,-3.04800000e-02,4.84862447e-07,6.41837320e-08,4.89092163e-07
23,-5.68960000e-01,-3.04800000e-02,9.74212972e-07,5.64637027e-08,9.75847870e-07
24,-4.97840000e-01,-3.04800000e-02,1.46155968e-06,5.69131995e-08,1.46266736e-06
25,-4.26720000e-01,-3.04800000e-02,1.94917476e-06,5.68879725e-08,1.95000474e-06
26,-3.55600000e-01,-3.04800000e-02,2.43677393e-06,5.68488326e-08,2.43743696e-06
27,-2.84480000e-01,-3.04800000e-02,2.92439582e-06,5.68506886e-08,2.92494836e-06
28,-2.13360000e-01,-3.04800000e-02,3.41202187e-06,5.68453876e-08,3.41249537e-06
29,-1.42240000e-01,-3.04800000e-02,3.89965098e-06,5.68448687e-08,3.90006527e-06
30,-7.11200000e-02,-3.04800000e-02,4.38728109e-06,5.68441789e-08,4.38764932e-06
31,-1.11022302e-16,-3.04800000e-02,4.87491170e-06,5.68440084e-08,4.87524310e-06
32,7.11200000e-02,-3.04800000e-02,5.36254251e-06,5.68439037e-08,5.36284377e-06
33,1.42240000e-01,-3.04800000e-02,5.85017340e-06,5.68438674e-08,5.85044956e-06
34,2.13360000e-01,-3.04800000e-02,6.33780433e-06,5.68438497e-08,6.33805924e-06
35,2.84480000e-01,-3.04800000e-02,6.82543528e-06,5.68438428e-08,6.82567198e-06
36,3.55600000e-01,-3.04800000e-02,7.31306623e-06,5.68438397e-08,7.31328715e-06
37,4.26720000e-01,-3.04800000e-02,7.80069719e-06,5.68438384e-08,7.80090430e-06
38,4.97840000e-01,-3.04800000e-02,8.28832814e-06,5.68438378e-08,8.28852307e-06
39,5.68960000e-01,-3.04800000e-02,8.77595910e-06,5.68438376e-08,8.77614320e-06
40,6.40080000e-01,-3.04800000e-02,9.26359006e-06,5.68438374e-08,9.26376446e-06
41,7.11200000e-01,-3.04800000e-02,9.75122102e-06,5.68438376e-08,9.75138670e-06
42,-7.11200000e-01,-1.01600000e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00
43,-6.40080000e-01,-1.01600000e-02,4.84779027e-07,2.10895935e-08,4.85237546e-07
44,-5.68960000e-01,-1.01600000e-02,9.73250246e-07,1.89231680e-08,9.73434193e-07
45,-4.97840000e-01,-1.01600000e-02,1.46122980e-06,1.89580098e-08,1.46135277e-06
46,-4.26720000e-01,-1.01600000e-02,1.94900791e-06,1.89706615e-08,1.94910024e-06
47,-3.55600000e-01,-1.01600000e-02,2.43670785e-06,1.89502697e-08,2.43678153e-06
48,-2.84480000e-01,-1.01600000e-02,2.92436640e-06,1.89510126e-08,2.92442780e-06
49,-2.13360000e-01,-1.01600000e-02,3.41200963e-06,1.89487255e-08,3.41206225e-06
50,-1.42240000e-01,-1.01600000e-02,3.89964569e-06,1.89484045e-08,3.89969172e-06
51,-7.11200000e-02,-1.01600000e-02,4.38727885e-06,1.89481118e-08,4.38731977e-06
52,-1.11022302e-16,-1.01600000e-02,4.87491074e-06,1.89480232e-08,4.87494757e-06
53,7.11200000e-02,-1.01600000e-02,5.36254210e-06,1.89479773e-08,5.36257557e-06
54,1.42240000e-01,-1.01600000e-02,5.85017323e-06,1.89479595e-08,5.85020391e-06
55,2.13360000e-01,-1.01600000e-02,6.33780426e-06,1.89479516e-08,6.33783258e-06
56,2.84480000e-01,-1.01600000e-02,6.82543525e-06,1.89479483e-08,6.82546155e-06
57,3.55600000e-01,-1.01600000e-02,7.31306622e-06,1.89479469e-08,7.31309076e-06
58,4.26720000e-01,-1.01600000e-02,7.80069718e-06,1.89479463e-08,7.80072019e-06
59,4.97840000e-01,-1.01600000e-02,8.28832814e-06,1.89479460e-08,8.28834980e-06
60,5.68960000e-01,-1.01600000e-02,8.77595910e-06,1.89479459e-08,8.77597956e-06
61,6.40080000e-01,-1.01600000e-02,9.26359006e-06,1.89479458e-08,9.26360944e-06
62,7.11200000e-01,-1.01600000e-02,9.75122102e-06,1.89479459e-08,9.75123943e-06
