element,n1,n2,n3,n4,sigma_x_pa,sigma_y_pa,tau_xy_pa,sigma_vm_pa
24,25,26,47,46,2.56506147e+07,7.80410893e+02,1.23620919e+06,2.57394378e+07
25,26,27,48,47,2.40006617e+07,5.03557440e+01,1.23650865e+06,2.40960041e+07
26,27,28,49,48,2.23464690e+07,3.15776477e+01,1.23645942e+06,2.24488411e+07
27,28,29,50,49,2.06915122e+07,8.88905341e+00,1.23647753e+06,2.08020461e+07
28,29,30,51,50,1.90362649e+07,1.08980222e+00,1.23647474e+06,1.91563558e+07
29,30,31,52,51,1.73809605e+07,8.55337155e-01,1.23647586e+06,1.75124068e+07
30,31,32,53,52,1.57256357e+07,2.43878558e-01,1.23647573e+06,1.58707981e+07
31,32,33,54,53,1.40703061e+07,-6.77011182e-01,1.23647570e+06,1.42323624e+07
32,33,34,55,54,1.24149693e+07,4.34769377e+00,1.23647624e+06,1.25983344e+07
33,34,35,56,55,1.07596256e+07,-1.59413698e+01,1.23647429e+06,1.09707029e+07
34,35,36,57,56,9.10419257e+06,8.48504665e+01,1.23648427e+06,9.35265897e+06
35,36,37,58,57,7.44870619e+06,-3.28938340e+02,1.23644676e+06,7.75061778e+06
36,37,38,59,58,5.79178905e+06,1.65536693e+03,1.23663358e+06,6.17438446e+06
37,38,39,60,59,4.13490759e+06,-6.66211973e+03,1.23593886e+06,4.65915089e+06
38,39,40,61,60,2.45456435e+06,3.23219521e+04,1.23988312e+06,3.24938840e+06
39,40,41,62,61,7.90895189e+05,-1.32621210e+05,1.23346910e+06,2.30484948e+06
40,42,43,64,63,-3.77258174e-07,-3.53268518e-08,1.07658042e+06,1.86469199e+06
41,43,44,65,64,-3.90128132e-07,2.63612986e-08,1.39524526e+06,2.41663568e+06
42,44,45,66,65,-3.45584704e-07,1.82856958e-07,1.44248337e+06,2.49845448e+06
43,45,46,67,66,-3.44772388e-07,1.27707855e-07,1.46667425e+06,2.54035432e+06
44,46,47,68,67,-4.35623522e-07,6.98402334e-08,1.47087067e+06,2.54762273e+06
45,47,48,69,68,-3.40457075e-07,3.76115208e-07,1.47247977e+06,2.55040978e+06
46,48,49,70,69,-3.89753690e-07,-6.67323604e-08,1.47280867e+06,2.55097945e+06
47,49,50,71,70,-4.86214824e-07,-1.44199745e-08,1.47291676e+06,2.55116666e+06
48,50,51,72,71,-5.24596292e-07,4.25827271e-07,1.47294165e+06,2.55120977e+06
49,51,52,73,72,-3.53961597e-07,2.10195116e-07,1.47294903e+06,2.55122257e+06
50,52,53,74,73,-3.68278434e-07,9.94241252e-08,1.47295104e+06,2.55122604e+06
51,53,54,75,74,-1.08341023e-07,-2.23905911e-07,1.47295173e+06,2.55122723e+06
52,54,55,76,75,-9.71210243e-08,-4.44265927e-07,1.47295447e+06,2.55123198e+06
53,55,56,77,76,-2.83697189e-07,-2.29106558e-07,1.47295559e+06,2.55123392e+06
54,56,57,78,77,-3.44213804e-07,-4.51594110e-07,1.47299830e+06,2.55130790e+06
55,57,58,79,78,-1.24282493e-07,-2.24378697e-07,1.47298669e+06,2.55128779e+06
56,58,59,80,79,-3.41269391e-07,4.31264310e-07,1.47370332e+06,2.55252903e+06
57,59,60,81,80,-3.85539684e-07,-8.94205286e-07,1.47299893e+06,2.55130898e+06
58,60,61,82,81,-7.25991169e-08,-2.65046641e-06,1.48503997e+06,2.57216467e+06
59,61,62,83,82,2.58007927e-07,8.90422998e-07,1.45997438e+06,2.52874980e+06
60,63,64,85,84,-3.08442661e+07,-3.94388873e+05,1.07097089e+06,3.07050581e+07
61,64,65,86,85,-3.03183600e+07,4.12080637e+04,1.24220111e+06,3.04151804e+07
62,65,66,87,86,-2.88679089e+07,-1.77965767e+04,1.23171747e+06,2.89377628e+07
63,66,67,88,87,-2.72905323e+07,8.05860714e+02,1.23706881e+06,2.73749185e+07
64,67,68,89,88,-2.56506147e+07,-7.80410893e+02,1.23620919e+06,2.57394378e+07
65,68,69,90,89,-2.40006617e+07,-5.03557437e+01,1.23650865e+06,2.40960041e+07
66,69,70,91,90,-2.23464690e+07,-3.15776481e+01,1.23645942e+06,2.24488411e+07
67,70,71,92,91,-2.06915122e+07,-8.88905255e+00,1.23647753e+06,2.08020461e+07
68,71,72,93,92,-1.90362649e+07,-1.08980059e+00,1.23647474e+06,1.91563558e+07
69,72,73,94,93,-1.73809605e+07,-8.55335513e-01,1.23647586e+06,1.75124068e+07
70,73,74,95,94,-1.57256357e+07,-2.43876911e-01,1.23647573e+06,1.58707981e+07
71,74,75,96,95,-1.40703061e+07,6.77011176e-01,1.23647570e+06,1.42323624e+07
72,75,76,97,96,-1.24149693e+07,-4.34769356e+00,1.23647624e+06,1.25983344e+07
73,76,77,98,97,-1.07596256e+07,1.59413709e+01,1.23647429e+06,1.09707029e+07
74,77,78,99,98,-9.10419257e+06,-8.48504669e+01,1.23648427e+06,9.35265897e+06
75,78,79,100,99,-7.44870619e+06,3.28938341e+02,1.23644676e+06,7.75061778e+06
76,79,80,101,100,-5.79178905e+06,-1.65536693e+03,1.23663358e+06,6.17438446e+06
77,80,81,102,101,-4.13490759e+06,6.66211974e+03,1.23593886e+06,4.65915089e+06
78,81,82,103,102,-2.45456435e+06,-3.23219521e+04,1.23988312e+06,3.24938840e+06
79,82,83,104,103,-7.90895189e+05,1.32621210e+05,1.23346910e+06,2.30484948e+06
80,84,85,106,105,-6.51158237e+07,-7.71888701e+05,8.90738901e+05,6.47517134e+07
81,85,86,107,106,-6.13699821e+07,1.64568084e+05,5.60176265e+05,6.14600904e+07
82,86,87,108,107,-5.79778697e+07,-4.57118981e+04,5.47040842e+05,5.79627720e+07
83,87,88,109,108,-5.46350452e+07,9.96939704e+03,5.29594067e+05,5.46477296e+07
84,88,89,110,109,-5.13181389e+07,-2.81862632e+03,5.28355480e+05,5.13248889e+07
85,89,90,111,110,-4.80052454e+07,6.08974049e+02,5.27251459e+05,4.80142354e+07
86,90,91,112,111,-4.46941240e+07,-1.76777900e+02,5.27136244e+05,4.47033604e+07
87,91,92,113,112,-4.13833077e+07,3.77064303e+01,5.27064090e+05,4.13933945e+07
88,92,93,114,113,-3.80726133e+07,-1.12541452e+01,5.27054431e+05,3.80835505e+07
89,93,94,115,114,-3.47619417e+07,2.40961403e+00,5.27049622e+05,3.47739273e+07
90,94,95,116,115,-3.14512787e+07,-9.47300105e-01,5.27048748e+05,3.14645236e+07
91,95,96,117,116,-2.81406176e+07,9.81360002e-01,5.27048437e+05,2.81554209e+07
92,96,97,118,117,-2.48299594e+07,-3.98943653e+00,5.27046530e+05,2.48467325e+07
93,97,98,119,118,-2.15193043e+07,1.51678059e+01,5.27047917e+05,2.15386657e+07
94,98,99,120,119,-1.82086848e+07,-7.05664067e+01,5.27016584e+05,1.82315154e+07
95,99,100,121,120,-1.48980922e+07,2.79265709e+02,5.27059897e+05,1.49261746e+07
96,100,101,122,121,-1.15880635e+07,-1.28200465e+03,5.26514758e+05,1.16232531e+07
97,101,102,123,122,-8.27811705e+06,5.18714614e+03,5.27561674e+05,8.33097548e+06
98,102,103,124,123,-4.97715931e+06,-2.36885258e+04,5.17596901e+05,5.04564109e+06
99,103,104,125,124,-1.66900178e+06,9.55583124e+04,5.36543707e+05,1.95392496e+06
