element,n1,n2,n3,n4,sigma_x_pa,sigma_y_pa,tau_xy_pa,sigma_vm_pa
55,57,58,83,82,4.25326662e+06,6.24633980e+05,-3.65408095e+06,7.47533494e+06
56,58,59,84,83,5.45380868e+06,6.24435877e+05,-2.84212387e+06,7.13872536e+06
57,59,60,85,84,6.35434281e+06,6.24501521e+05,-2.03008177e+06,7.01163847e+06
58,60,61,86,85,6.95467303e+06,6.24482837e+05,-1.21804948e+06,6.99037306e+06
59,61,62,87,86,7.25484271e+06,6.24487455e+05,-4.06016504e+05,6.99905117e+06
60,62,63,88,87,7.25484271e+06,6.24487455e+05,4.06016504e+05,6.99905117e+06
61,63,64,89,88,6.95467303e+06,6.24482837e+05,1.21804948e+06,6.99037306e+06
62,64,65,90,89,6.35434281e+06,6.24501521e+05,2.03008177e+06,7.01163847e+06
63,65,66,91,90,5.45380868e+06,6.24435877e+05,2.84212387e+06,7.13872536e+06
64,66,67,92,91,4.25326662e+06,6.24633980e+05,3.65408095e+06,7.47533494e+06
65,67,68,93,92,2.75188480e+06,6.24177194e+05,4.46659056e+06,8.12995062e+06
66,68,69,94,93,9.52848046e+05,6.24540883e+05,5.27634124e+06,9.17726586e+06
67,69,70,95,94,-1.15415518e+06,6.28552152e+05,6.09601768e+06,1.06741226e+07
68,70,71,96,95,-3.54693309e+06,5.99496954e+05,6.89789288e+06,1.25622166e+07
69,71,72,97,96,-6.20798701e+06,6.90455060e+05,7.63452681e+06,1.47702460e+07
70,72,73,98,97,-9.57333628e+06,7.66599206e+05,9.12767218e+06,1.86954153e+07
71,73,74,99,98,-1.18123513e+07,-1.45335049e+06,7.16692908e+06,1.66904464e+07
72,75,76,101,100,1.21447414e+07,2.01534205e+06,-7.12463136e+06,1.67141154e+07
73,76,77,102,101,9.81065475e+06,2.50771616e+05,-9.13722652e+06,1.85558165e+07
74,77,78,103,102,6.49753714e+06,3.33227143e+05,-7.64002029e+06,1.46722051e+07
75,78,79,104,103,3.84125073e+06,3.97197918e+05,-6.89627547e+06,1.24925211e+07
76,79,80,105,104,1.44449838e+06,3.70681684e+05,-6.09597863e+06,1.06382046e+07
77,80,81,106,105,-6.62053791e+05,3.75708554e+05,-5.27643283e+06,9.18424964e+06
78,81,82,107,106,-2.46103357e+06,3.75813768e+05,-4.46657079e+06,8.18373854e+06
79,82,83,108,107,-3.96242448e+06,3.75363211e+05,-3.65408418e+06,7.57535790e+06
80,83,84,109,108,-5.16297037e+06,3.75562876e+05,-2.84212272e+06,7.27800214e+06
81,84,85,110,109,-6.06350364e+06,3.75499122e+05,-2.03008220e+06,7.17966695e+06
82,85,86,111,110,-6.66383375e+06,3.75517075e+05,-1.21804937e+06,7.17642038e+06
83,86,87,112,111,-6.96400348e+06,3.75512544e+05,-4.06016527e+05,7.19360640e+06
84,87,88,113,112,-6.96400348e+06,3.75512544e+05,4.06016527e+05,7.19360640e+06
85,88,89,114,113,-6.66383375e+06,3.75517075e+05,1.21804937e+06,7.17642038e+06
86,89,90,115,114,-6.06350364e+06,3.75499122e+05,2.03008220e+06,7.17966695e+06
87,90,91,116,115,-5.16297037e+06,3.75562876e+05,2.84212272e+06,7.27800214e+06
88,91,92,117,116,-3.96242448e+06,3.75363211e+05,3.65408418e+06,7.57535790e+06
89,92,93,118,117,-2.46103357e+06,3.75813768e+05,4.46657079e+06,8.18373854e+06
90,93,94,119,118,-6.62053791e+05,3.75708554e+05,5.27643283e+06,9.18424964e+06
91,94,95,120,119,1.44449838e+06,3.70681684e+05,6.09597863e+06,1.06382046e+07
92,95,96,121,120,3.84125073e+06,3.97197918e+05,6.89627547e+06,1.24925211e+07
93,96,97,122,121,6.49753714e+06,3.33227143e+05,7.64002029e+06,1.46722051e+07
94,97,98,123,122,9.81065475e+06,2.50771616e+05,9.13722652e+06,1.85558165e+07
95,98,99,124,123,1.21447414e+07,2.01534205e+06,7.12463136e+06,1.67141154e+07
96,100,101,126,125,3.68592008e+07,5.43115300e+06,-6.87245985e+06,3.64637116e+07
97,101,102,127,126,2.89500716e+07,-4.69359730e+05,-6.99765629e+06,3.16040587e+07
98,102,103,128,127,1.91291562e+07,9.84183040e+04,-5.98668124e+06,2.17157247e+07
99,103,104,129,128,1.12146083e+07,2.02822997e+05,-5.47516187e+06,1.46104821e+07
100,104,105,130,129,3.97873771e+06,1.34135399e+05,-4.79510048e+06,9.18115582e+06
101,105,106,131,130,-2.32095185e+06,1.54994180e+05,-4.16543300e+06,7.60414827e+06
102,106,107,132,131,-7.72432245e+06,1.50269782e+05,-3.52234843e+06,9.90299380e+06
103,107,108,133,132,-1.22267851e+07,1.51192063e+05,-2.88237102e+06,1.32774213e+07
104,108,109,134,133,-1.58288374e+07,1.51010013e+05,-2.24176393e+06,1.63719799e+07
105,109,110,135,134,-1.85303377e+07,1.51052426e+05,-1.60127311e+06,1.88118982e+07
106,110,111,136,135,-2.03313522e+07,1.51040862e+05,-9.60762046e+05,2.04750276e+07
107,111,112,137,136,-2.12318559e+07,1.51043962e+05,-3.20254124e+05,2.13149982e+07
108,112,113,138,137,-2.12318559e+07,1.51043962e+05,3.20254124e+05,2.13149982e+07
109,113,114,139,138,-2.03313522e+07,1.51040862e+05,9.60762046e+05,2.04750276e+07
110,114,115,140,139,-1.85303377e+07,1.51052426e+05,1.60127311e+06,1.88118982e+07
111,115,116,141,140,-1.58288374e+07,1.51010013e+05,2.24176393e+06,1.63719799e+07
112,116,117,142,141,-1.22267851e+07,1.51192063e+05,2.88237102e+06,1.32774213e+07
113,117,118,143,142,-7.72432245e+06,1.50269782e+05,3.52234843e+06,9.90299380e+06
114,118,119,144,143,-2.32095185e+06,1.54994180e+05,4.16543300e+06,7.60414827e+06
115,119,120,145,144,3.97873771e+06,1.34135399e+05,4.79510048e+06,9.18115582e+06
116,120,121,146,145,1.12146083e+07,2.02822997e+05,5.47516187e+06,1.46104821e+07
117,121,122,147,146,1.91291562e+07,9.84183040e+04,5.98668124e+06,2.17157247e+07
118,122,123,148,147,2.89500716e+07,-4.69359730e+05,6.99765629e+06,3.16040587e+07
119,123,124,149,148,3.68592008e+07,5.43115300e+06,6.87245985e+06,3.64637116e+07
120,125,126,151,150,6.43435996e+07,8.81699414e+06,-5.95160778e+06,6.12926257e+07
121,126,127,152,151,4.65921538e+07,-1.90530842e+06,-2.29956841e+06,4.77398729e+07
122,127,128,153,152,3.19663291e+07,3.85594045e+05,-3.00346898e+06,3.21983126e+07
123,128,129,154,153,1.83698812e+07,-7.69574042e+04,-2.50018627e+06,1.89109743e+07
124,129,130,155,154,6.37826145e+06,1.60983218e+04,-2.23403924e+06,7.45336118e+06
125,130,131,156,155,-4.12902945e+06,-3.46448288e+03,-1.93325965e+06,5.31479726e+06
126,131,132,157,156,-1.31341371e+07,9.06415445e+02,-1.63606467e+06,1.34367997e+07
127,132,133,158,157,-2.06383167e+07,-1.07454083e+02,-1.33854200e+06,2.07680761e+07
128,133,134,159,158,-2.66416784e+07,1.27959419e+02,-1.04111376e+06,2.67027000e+07
129,134,135,160,159,-3.11442069e+07,7.43054670e+01,-7.43644920e+05,3.11708671e+07
130,135,136,161,160,-3.41458883e+07,8.63380582e+01,-4.46188508e+05,3.41546759e+07
131,136,137,162,161,-3.56467302e+07,8.37553539e+01,-1.48729354e+05,3.56477029e+07
132,137,138,163,162,-3.56467302e+07,8.37553559e+01,1.48729354e+05,3.56477029e+07
133,138,139,164,163,-3.41458883e+07,8.63380593e+01,4.46188508e+05,3.41546759e+07
134,139,140,165,164,-3.11442069e+07,7.43054684e+01,7.43644920e+05,3.11708671e+07
135,140,141,166,165,-2.66416784e+07,1.27959422e+02,1.04111376e+06,2.67027000e+07
136,141,142,167,166,-2.06383167e+07,-1.07454081e+02,1.33854200e+06,2.07680761e+07
137,142,143,168,167,-1.31341371e+07,9.06415444e+02,1.63606467e+06,1.34367997e+07
138,143,144,169,168,-4.12902945e+06,-3.46448288e+03,1.93325965e+06,5.31479726e+06
139,144,145,170,169,6.37826145e+06,1.60983218e+04,2.23403924e+06,7.45336118e+06
140,145,146,171,170,1.83698812e+07,-7.69574042e+04,2.50018627e+06,1.89109743e+07
141,146,147,172,171,3.19663291e+07,3.85594045e+05,3.00346898e+06,3.21983126e+07
142,147,148,173,172,4.65921538e+07,-1.90530842e+06,2.29956841e+06,4.77398729e+07
143,148,149,174,173,6.43435996e+07,8.81699414e+06,5.95160778e+06,6.12926257e+07
