node,x_m,y_m,ux_m,uy_m,u_mag_m
161,-5.92666667e-02,5.08000000e-02,-5.30578665e-04,3.75912995e-03,3.79638930e-03
162,0.00000000e+00,5.08000000e-02,-5.63254128e-04,4.39918258e-03,4.43509443e-03
163,5.92666667e-02,5.08000000e-02,-5.93315554e-04,5.07583172e-03,5.11039050e-03
164,1.18533333e-01,5.08000000e-02,-6.20762943e-04,5.78602768e-03,5.81923216e-03
165,1.77800000e-01,5.08000000e-02,-6.45596294e-04,6.52672073e-03,6.55857286e-03
166,2.37066667e-01,5.08000000e-02,-6.67815609e-04,7.29486117e-03,7.32536533e-03
167,2.96333333e-01,5.08000000e-02,-6.87420886e-04,8.08739929e-03,8.11656175e-03
168,3.55600000e-01,5.08000000e-02,-7.04412131e-04,8.90128538e-03,8.92911405e-03
169,4.14866667e-01,5.08000000e-02,-7.18789336e-04,9.73346974e-03,9.75997394e-03
170,4.74133333e-01,5.08000000e-02,-7.30552355e-04,1.05809025e-02,1.06060928e-02
171,5.33400000e-01,5.08000000e-02,-7.39702632e-04,1.14405343e-02,1.14644226e-02
172,5.92666667e-01,5.08000000e-02,-7.46232629e-04,1.23093192e-02,1.23319180e-02
173,6.51933333e-01,5.08000000e-02,-7.50162510e-04,1.31841594e-02,1.32054838e-02
174,7.11200000e-01,5.08000000e-02,-7.51542705e-04,1.40623353e-02,1.40824036e-02
