element,n1,n2,n3,n4,sigma_x_pa,sigma_y_pa,tau_xy_pa,sigma_vm_pa
22,22,23,48,47,3.44004778e+06,2.89857675e+04,3.45610245e+05,3.47755601e+06
23,23,24,49,48,1.62294162e+06,-1.25117087e+05,3.71966724e+05,1.80768615e+06
24,25,26,51,50,2.61541399e+07,3.32182312e+06,6.45687079e+05,2.46869369e+07
25,26,27,52,51,2.55886379e+07,-5.44450897e+05,8.78191566e+05,2.59098482e+07
26,27,28,53,52,2.40784785e+07,1.09573129e+04,7.23844171e+05,2.41056272e+07
27,28,29,54,53,2.31040022e+07,2.33189804e+04,7.94749517e+05,2.31333434e+07
28,29,30,55,54,2.19899595e+07,-9.09534226e+03,7.71366950e+05,2.20350500e+07
29,30,31,56,55,2.09015976e+07,2.36545131e+03,7.77635827e+05,2.09437699e+07
30,31,32,57,56,1.98096644e+07,-5.11833520e+02,7.76138266e+05,1.98554807e+07
31,32,33,58,57,1.87181340e+07,1.02150468e+02,7.76470260e+05,1.87663354e+07
32,33,34,59,58,1.76265415e+07,-2.12274151e+01,7.76402660e+05,1.76777754e+07
33,34,35,60,59,1.65349716e+07,5.16732746e+00,7.76414979e+05,1.65895649e+07
34,35,36,61,60,1.54433924e+07,-1.45025406e+00,7.76412992e+05,1.55018335e+07
35,36,37,62,61,1.43518164e+07,4.20386637e-01,7.76413269e+05,1.44146828e+07
36,37,38,63,62,1.32602394e+07,-1.21452287e-01,7.76413244e+05,1.33282558e+07
37,38,39,64,63,1.21686627e+07,4.54553195e-02,7.76413235e+05,1.22427450e+07
38,39,40,65,64,1.10770859e+07,-5.74699475e-02,7.76413279e+05,1.11584177e+07
39,40,41,66,65,9.98550918e+06,3.00992151e-01,7.76413010e+05,1.00756559e+07
40,41,42,67,66,8.89393284e+06,-2.21587674e+00,7.76414555e+05,8.99502750e+06
41,42,43,68,67,7.80235459e+06,1.40099431e+01,7.76406643e+05,7.91738907e+06
42,43,44,69,68,6.71077182e+06,-6.82503356e+01,7.76442114e+05,6.84423141e+06
43,44,45,70,69,5.61930922e+06,2.25406448e+02,7.76306848e+05,5.77783060e+06
44,45,46,71,70,4.52688649e+06,-1.68174558e+02,7.76720709e+05,4.72264203e+06
45,46,47,72,71,3.43934051e+06,-3.97860060e+03,7.75840846e+05,3.69439438e+06
46,47,48,73,72,2.33708929e+06,3.34888595e+04,7.76564937e+05,2.68216343e+06
47,48,49,74,73,1.22710553e+06,-1.49464785e+05,7.76609481e+05,1.87640710e+06
48,50,51,76,75,9.12858518e+06,1.19607041e+06,2.20204786e+05,8.60166795e+06
49,51,52,77,76,9.05502574e+06,-1.56527880e+05,1.32583895e+06,9.41854038e+06
50,52,53,78,77,8.49716619e+06,-1.79217149e+04,9.21311998e+05,8.65452977e+06
51,53,54,79,78,8.16715397e+06,1.23397794e+04,9.87145226e+05,8.33817381e+06
52,54,55,80,79,7.80402576e+06,-2.77257073e+03,9.86689956e+05,7.99031502e+06
53,55,56,81,80,7.43773291e+06,2.31473689e+02,9.83339437e+05,7.63013883e+06
54,56,57,82,81,7.07487632e+06,1.02372167e+02,9.84580583e+05,7.27745474e+06
55,57,58,83,82,6.71071685e+06,-6.79894049e+01,9.84286467e+05,6.92391771e+06
56,58,59,84,83,6.34693434e+06,2.60607989e+01,9.84339280e+05,6.57192373e+06
57,59,60,85,84,5.98305798e+06,-7.99929932e+00,9.84331930e+05,6.22123450e+06
58,60,61,86,85,5.61920288e+06,2.18326038e+00,9.84332656e+05,5.87215132e+06
59,61,62,87,86,5.25534309e+06,-5.70710085e-01,9.84332629e+05,5.52497658e+06
60,62,63,88,87,4.89148439e+06,1.57511458e-01,9.84332624e+05,5.18009179e+06
61,63,64,89,88,4.52762540e+06,-7.95198709e-02,9.84332622e+05,4.83798763e+06
62,64,65,90,89,4.16376657e+06,1.59200313e-01,9.84332610e+05,4.49929811e+06
63,65,66,91,90,3.79990727e+06,-4.36156894e-01,9.84332843e+05,4.16485658e+06
64,66,67,92,91,3.43605016e+06,6.42193564e-01,9.84331026e+05,3.83577387e+06
65,67,68,93,92,3.07218421e+06,2.74951182e+00,9.84340578e+05,3.51355752e+06
66,68,69,94,93,2.70834401e+06,-2.84717027e+01,9.84307009e+05,3.20027894e+06
67,69,70,95,94,2.34448241e+06,1.29634392e+02,9.84346488e+05,2.89881146e+06
68,70,71,96,95,1.98029479e+06,-2.56342673e+02,9.84806100e+05,2.61373379e+06
69,71,72,97,96,1.61860499e+06,-1.14914563e+03,9.80640287e+05,2.34663793e+06
70,72,73,98,97,1.24790981e+06,1.35402144e+04,9.99145162e+05,2.12965688e+06
71,73,74,99,98,8.76283468e+05,-6.21243823e+04,9.72744138e+05,1.91438350e+06
72,75,76,101,100,-7.73368528e+06,-9.92475119e+05,2.00543942e+05,7.29657853e+06
73,76,77,102,101,-7.61593463e+06,1.48453566e+05,1.33028000e+06,8.02895050e+06
74,77,78,103,102,-7.08235342e+06,6.91374205e+03,9.23865481e+05,7.26424983e+06
75,78,79,104,103,-6.75455725e+06,-1.08034884e+04,9.86393420e+05,6.96204736e+06
76,79,80,105,104,-6.38958163e+06,3.12869928e+03,9.86671805e+05,6.61568727e+06
77,80,81,106,105,-6.02349844e+06,-3.47417055e+02,9.83382010e+05,6.25951767e+06
78,81,82,107,106,-5.66066834e+06,-9.81712492e+01,9.84571395e+05,5.91191617e+06
79,82,83,108,107,-5.29650464e+06,6.92949523e+01,9.84287968e+05,5.56415284e+06
80,83,84,109,108,-4.93272035e+06,-2.54808099e+01,9.84338743e+05,5.21903943e+06
81,84,85,110,109,-4.56884439e+06,7.70070834e+00,9.84332131e+05,4.87658728e+06
82,85,86,111,110,-4.20498934e+06,-2.14222584e+00,9.84332607e+05,4.53747269e+06
83,86,87,112,111,-3.84112953e+06,5.71622338e-01,9.84332638e+05,4.20250050e+06
84,87,88,113,112,-3.47727083e+06,-1.57758747e-01,9.84332622e+05,3.87274373e+06
85,88,89,114,113,-3.11341184e+06,7.92342370e-02,9.84332622e+05,3.54965712e+06
86,89,90,115,114,-2.74955301e+06,-1.59141730e-01,9.84332610e+05,3.23523931e+06
87,90,91,116,115,-2.38569370e+06,4.36134026e-01,9.84332843e+05,2.93228050e+06
88,91,92,117,116,-2.02183660e+06,-6.42212000e-01,9.84331026e+05,2.64472014e+06
89,92,93,118,117,-1.65797065e+06,-2.74952488e+00,9.84340578e+05,2.37815921e+06
90,93,94,119,118,-1.29413045e+06,2.84716906e+01,9.84307009e+05,2.14041849e+06
91,94,95,120,119,-9.30268846e+05,-1.29634421e+02,9.84346488e+05,1.94218783e+06
92,95,96,121,120,-5.66081230e+05,2.56342656e+02,9.84806100e+05,1.79725410e+06
93,96,97,122,121,-2.04391424e+05,1.14914562e+03,9.80640287e+05,1.71084136e+06
94,97,98,123,122,1.66303748e+05,-1.35402144e+04,9.99145162e+05,1.73924272e+06
95,98,99,124,123,5.37930094e+05,6.21243823e+04,9.72744138e+05,1.76025655e+06
96,100,101,126,125,-2.47478249e+07,-3.12599901e+06,5.88172098e+05,2.33645644e+07
97,101,102,127,126,-2.41628822e+07,5.26865834e+05,8.94086137e+05,2.44796085e+07
98,102,103,128,127,-2.26673672e+07,-1.72907309e+04,7.28925455e+05,2.26938735e+07
99,103,104,129,128,-2.16893164e+07,-2.16199281e+04,7.92698055e+05,2.17219498e+07
100,104,105,130,129,-2.05758288e+07,8.97247406e+03,7.71540554e+05,2.06236576e+07
101,105,106,131,130,-1.94873586e+07,-2.33650535e+03,7.77658955e+05,1.95326874e+07
102,106,107,132,131,-1.83954570e+07,4.88525852e+02,7.76139251e+05,1.84447554e+07
103,107,108,133,132,-1.73039196e+07,-9.48546063e+01,7.76467311e+05,1.73560565e+07
104,108,109,134,133,-1.62123280e+07,2.00575828e+01,7.76403200e+05,1.62680149e+07
105,109,110,135,134,-1.51207581e+07,-5.03122545e+00,7.76414990e+05,1.51804384e+07
106,110,111,136,135,-1.40291788e+07,1.41502295e+00,7.76412985e+05,1.40934854e+07
107,111,112,137,136,-1.29376028e+07,-4.08713758e-01,7.76413265e+05,1.30073062e+07
108,112,113,138,137,-1.18460259e+07,1.19207478e-01,7.76413246e+05,1.19221132e+07
109,113,114,139,138,-1.07544492e+07,-4.52543988e-02,7.76413235e+05,1.08382023e+07
110,114,115,140,139,-9.66287238e+06,5.74303391e-02,7.76413279e+05,9.75600102e+06
111,115,116,141,140,-8.57129562e+06,-3.00991917e-01,7.76413010e+05,8.67614877e+06
112,116,117,142,141,-7.47971928e+06,2.21586678e+00,7.76414555e+05,7.59964971e+06
113,117,118,143,142,-6.38814103e+06,-1.40099455e+01,7.76406643e+05,6.52814507e+06
114,118,119,144,143,-5.29655826e+06,6.82503222e+01,7.76442114e+05,5.46465717e+06
115,119,120,145,144,-4.20509565e+06,-2.25406437e+02,7.76306848e+05,4.41472973e+06
116,120,121,146,145,-3.11267292e+06,1.68174548e+02,7.76720709e+05,3.39103840e+06
117,121,122,147,146,-2.02512695e+06,3.97860059e+03,7.75840846e+05,2.43207714e+06
118,122,123,148,147,-9.22875723e+05,-3.34888595e+04,7.76564937e+05,1.62205868e+06
119,123,124,149,148,1.87108034e+05,1.49464785e+05,7.76609481e+05,1.35600514e+06
120,125,126,151,150,-4.23738111e+07,-5.13772573e+06,1.25065598e+06,4.01113886e+07
121,126,127,152,151,-4.00668384e+07,1.16528633e+06,-7.54116500e+04,4.06622163e+07
122,127,128,153,152,-3.84536136e+07,-2.42304527e+05,4.70932764e+05,3.83417131e+07
123,128,129,154,153,-3.65791143e+07,4.86061378e+04,3.40659454e+05,3.66081969e+07
124,129,130,155,154,-3.47703449e+07,-9.92898651e+03,3.63162992e+05,3.47710715e+07
125,130,131,156,155,-3.29497917e+07,2.14562862e+03,3.60337706e+05,3.29567748e+07
126,131,132,157,156,-3.11305374e+07,-4.89096074e+02,3.60602214e+05,3.11365578e+07
127,132,133,158,157,-2.93112545e+07,1.13722019e+02,3.60563766e+05,2.93179636e+07
128,133,134,159,158,-2.74919605e+07,-2.61818692e+01,3.60578591e+05,2.74990404e+07
129,134,135,160,159,-2.56726643e+07,5.92424136e+00,3.60573330e+05,2.56802625e+07
130,135,136,161,160,-2.38533704e+07,-1.33526571e+00,3.60574719e+05,2.38615442e+07
131,136,137,162,161,-2.20340756e+07,3.08226581e-01,3.60574444e+05,2.20429248e+07
132,137,138,163,162,-2.02147811e+07,-7.85692525e-02,3.60574476e+05,2.02244262e+07
133,138,139,164,163,-1.83954864e+07,4.03990606e-02,3.60574487e+05,1.84060850e+07
134,139,140,165,164,-1.65761919e+07,-1.03663082e-01,3.60574454e+05,1.65879528e+07
135,140,141,166,165,-1.47568973e+07,4.24789990e-01,3.60574491e+05,1.47701072e+07
136,141,142,167,166,-1.29376024e+07,-1.70312710e+00,3.60574762e+05,1.29526667e+07
137,142,143,168,167,-1.11183091e+07,6.77473353e+00,3.60573122e+05,1.11358390e+07
138,143,144,169,168,-9.29901484e+06,-3.00268885e+01,3.60571220e+05,9.31994810e+06
139,144,145,170,169,-7.47967654e+06,1.60937821e+02,3.60667007e+05,7.50579822e+06
140,145,146,171,170,-5.66074560e+06,-9.63659677e+02,3.59793535e+05,5.69446580e+06
141,146,147,172,171,-3.83960871e+06,5.60926812e+03,3.64839210e+05,3.89403221e+06
142,147,148,173,172,-2.02583422e+06,-2.89857676e+04,3.45610245e+05,2.09868136e+06
143,148,149,174,173,-2.08728053e+05,1.25117087e+05,3.71966724e+05,7.07400073e+05
