element,n1,n2,n3,n4,sigma_x_pa,sigma_y_pa,tau_xy_pa,sigma_vm_pa
0,0,1,22,21,1.01266319e+06,1.26923338e+05,5.13697695e+04,9.59678190e+05
1,1,2,23,22,9.81702463e+05,-2.70059067e+04,-2.25915193e+04,9.96248935e+05
2,2,3,24,23,1.00309821e+06,4.97853386e+03,3.20301709e+03,1.00063361e+06
3,3,4,25,24,1.00014555e+06,-9.45431768e+02,3.16606074e+01,1.00061860e+06
4,4,5,26,25,9.99857057e+05,2.11035837e+02,-5.95780681e+01,9.99751561e+05
5,5,6,27,26,1.00001667e+06,-5.00717540e+01,-7.93152987e+00,1.00004171e+06
6,6,7,28,27,1.00000373e+06,1.08288071e+01,7.28995892e+00,9.99998316e+05
7,7,8,29,28,9.99998422e+05,-2.08218873e+00,-1.54896612e+00,9.99999463e+05
8,8,9,30,29,1.00000019e+06,4.07307883e-01,4.76658315e-02,9.99999987e+05
9,9,10,31,30,1.00000001e+06,-9.89126787e-02,5.34345700e-02,1.00000006e+06
10,10,11,32,31,9.99999996e+05,2.88679916e-02,-1.42908104e-02,9.99999981e+05
11,11,12,33,32,9.99999999e+05,-8.51212511e-03,1.68500221e-03,1.00000000e+06
12,12,13,34,33,1.00000000e+06,2.38272152e-03,-1.65408938e-04,1.00000000e+06
13,13,14,35,34,1.00000000e+06,-6.51466614e-04,9.28265040e-05,1.00000000e+06
14,14,15,36,35,1.00000000e+06,1.80520562e-04,-4.49741151e-05,1.00000000e+06
15,15,16,37,36,1.00000000e+06,-5.07310964e-05,1.28637310e-05,1.00000000e+06
16,16,17,38,37,1.00000000e+06,1.41119180e-05,-2.44634640e-06,1.00000000e+06
17,17,18,39,38,1.00000000e+06,-3.81796632e-06,3.61269733e-07,1.00000000e+06
18,18,19,40,39,1.00000000e+06,9.93155124e-07,-5.32832591e-08,1.00000000e+06
19,19,20,41,40,1.00000000e+06,-1.97436390e-07,1.62341194e-08,1.00000000e+06
20,21,22,43,42,9.93104173e+05,1.33839537e+05,2.81504072e+04,9.34681579e+05
21,22,23,44,43,1.01016536e+06,-1.52883397e+04,-9.48847336e+03,1.01802831e+06
22,23,24,45,44,9.97745516e+05,-3.27791880e+03,-1.31048379e+03,9.99391085e+05
23,24,25,46,45,1.00018711e+06,1.46809602e+03,1.12276218e+03,9.99455767e+05
24,25,26,47,46,1.00000338e+06,-2.20165097e+02,-2.64839632e+02,1.00011359e+06
25,26,27,48,47,1.00000682e+06,9.47576216e+00,2.66566018e+01,1.00000209e+06
26,27,28,49,48,9.99994692e+05,-2.06663680e+00,1.02151984e+00,9.99995725e+05
27,28,29,50,49,1.00000166e+06,2.71786466e+00,-3.47042097e-01,1.00000030e+06
28,29,30,51,50,9.99999676e+05,-1.15170172e+00,-1.22525702e-01,1.00000025e+06
29,30,31,52,51,1.00000005e+06,2.91336274e-01,4.91812518e-02,9.99999904e+05
30,31,32,53,52,9.99999990e+05,-5.52121290e-02,-1.85512558e-03,1.00000002e+06
31,32,33,54,53,1.00000000e+06,1.06410020e-02,-3.19605929e-03,9.99999998e+05
32,33,34,55,54,9.99999999e+05,-2.82059338e-03,1.20309162e-03,1.00000000e+06
33,34,35,56,55,1.00000000e+06,8.56317092e-04,-2.49114262e-04,1.00000000e+06
34,35,36,57,56,1.00000000e+06,-2.31118672e-04,3.93804960e-05,1.00000000e+06
35,36,37,58,57,1.00000000e+06,5.36706777e-05,-7.89615027e-06,1.00000000e+06
36,37,38,59,58,1.00000000e+06,-1.18020751e-05,2.38715956e-06,1.00000000e+06
37,38,39,60,59,1.00000000e+06,2.80422227e-06,-6.87534200e-07,1.00000000e+06
38,39,40,61,60,1.00000000e+06,-7.30437470e-07,1.47637843e-07,1.00000000e+06
39,40,41,62,61,1.00000000e+06,1.46353763e-07,-1.34975515e-08,1.00000000e+06
40,42,43,64,63,9.88465283e+05,1.36790694e+05,-3.90103467e-09,9.27665057e+05
41,43,44,65,64,1.01626435e+06,-1.17507371e+04,-1.10374909e-08,1.02219038e+06
42,44,45,66,65,9.98312543e+05,-5.40198430e+03,-5.04269663e-09,1.00102447e+06
43,45,46,67,66,9.99334675e+05,1.70446406e+03,-8.08142733e-09,9.98483534e+05
44,46,47,68,67,1.00027912e+06,-8.18098765e+01,-7.53411373e-09,1.00032003e+06
45,47,48,69,68,9.99953005e+05,-7.12933280e+01,-9.13614624e-09,9.99988654e+05
46,48,49,70,69,1.00000316e+06,2.34822689e+01,-8.79122465e-09,9.99991415e+05
47,49,50,71,70,9.99999829e+05,-3.84889391e+00,-8.11278383e-09,1.00000175e+06
48,50,51,72,71,1.00000027e+06,5.29162313e-01,-9.72906930e-09,1.00000000e+06
49,51,52,73,72,9.99999875e+05,-1.70940197e-01,-1.25454538e-08,9.99999961e+05
50,52,53,74,73,1.00000003e+06,7.31897418e-02,-1.38339213e-08,9.99999993e+05
51,53,54,75,74,9.99999996e+05,-2.29041055e-02,-1.12028252e-08,1.00000001e+06
52,54,55,76,75,1.00000000e+06,5.34338518e-03,-1.17045293e-08,9.99999998e+05
53,55,56,77,76,1.00000000e+06,-1.06663543e-03,-7.98450721e-09,1.00000000e+06
54,56,57,78,77,1.00000000e+06,2.28238606e-04,-8.57457968e-09,1.00000000e+06
55,57,58,79,78,1.00000000e+06,-5.92957053e-05,-9.33853824e-09,1.00000000e+06
56,58,59,80,79,1.00000000e+06,1.62475113e-05,-7.09227202e-09,1.00000000e+06
57,59,60,81,80,1.00000000e+06,-4.08862365e-06,-2.57693485e-09,1.00000000e+06
58,60,61,82,81,1.00000000e+06,9.27811023e-07,4.53244072e-09,1.00000000e+06
59,61,62,83,82,1.00000000e+06,-1.63648229e-07,6.27130163e-11,1.00000000e+06
60,63,64,85,84,9.93104173e+05,1.33839537e+05,-2.81504072e+04,9.34681579e+05
61,64,65,86,85,1.01016536e+06,-1.52883397e+04,9.48847336e+03,1.01802831e+06
62,65,66,87,86,9.97745516e+05,-3.27791880e+03,1.31048379e+03,9.99391085e+05
63,66,67,88,87,1.00018711e+06,1.46809602e+03,-1.12276218e+03,9.99455767e+05
64,67,68,89,88,1.00000338e+06,-2.20165097e+02,2.64839632e+02,1.00011359e+06
65,68,69,90,89,1.00000682e+06,9.47576216e+00,-2.66566019e+01,1.00000209e+06
66,69,70,91,90,9.99994692e+05,-2.06663680e+00,-1.02151986e+00,9.99995725e+05
67,70,71,92,91,1.00000166e+06,2.71786466e+00,3.47042085e-01,1.00000030e+06
68,71,72,93,92,9.99999676e+05,-1.15170172e+00,1.22525686e-01,1.00000025e+06
69,72,73,94,93,1.00000005e+06,2.91336275e-01,-4.91812678e-02,9.99999904e+05
70,73,74,95,94,9.99999990e+05,-5.52121285e-02,1.85510862e-03,1.00000002e+06
71,74,75,96,95,1.00000000e+06,1.06409998e-02,3.19604298e-03,9.99999998e+05
72,75,76,97,96,9.99999999e+05,-2.82059394e-03,-1.20310860e-03,1.00000000e+06
73,76,77,98,97,1.00000000e+06,8.56316829e-04,2.49092660e-04,1.00000000e+06
74,77,78,99,98,1.00000000e+06,-2.31118934e-04,-3.94019781e-05,1.00000000e+06
75,78,79,100,99,1.00000000e+06,5.36709780e-05,7.87074010e-06,1.00000000e+06
76,79,80,101,100,1.00000000e+06,-1.17994447e-05,-2.41140384e-06,1.00000000e+06
77,80,81,102,101,1.00000000e+06,2.80393538e-06,6.73272690e-07,1.00000000e+06
78,81,82,103,102,1.00000000e+06,-7.31384500e-07,-1.58182181e-07,1.00000000e+06
79,82,83,104,103,1.00000000e+06,1.45116619e-07,1.59291061e-08,1.00000000e+06
