element,n1,n2,n3,n4,sigma_x_pa,sigma_y_pa,tau_xy_pa,sigma_vm_pa
41,43,44,65,64,7.18607413e+05,-8.30902587e+03,1.31481648e+06,2.38928100e+06
42,44,45,66,65,7.05913569e+05,-3.81977973e+03,9.17156439e+05,1.73912415e+06
43,45,46,67,66,7.06636326e+05,1.20523809e+03,1.00123659e+06,1.87240722e+06
44,46,47,68,67,7.07304149e+05,-5.78483189e+01,9.92432082e+05,1.85878573e+06
45,47,48,69,68,7.07073551e+05,-5.04119943e+01,9.90869048e+05,1.85619316e+06
46,48,49,70,69,7.07109013e+05,1.66044710e+01,9.92091503e+05,1.85815179e+06
47,49,50,71,70,7.07106661e+05,-2.72157621e+00,9.91647996e+05,1.85744421e+06
48,50,51,72,71,7.07106970e+05,3.74171739e-01,9.91772882e+05,1.85764376e+06
49,51,52,73,72,7.07106693e+05,-1.20883223e-01,9.91742542e+05,1.85759516e+06
50,52,53,74,73,7.07106802e+05,5.17542360e-02,9.91749055e+05,1.85760560e+06
51,53,54,75,74,7.07106778e+05,-1.61943167e-02,9.91748469e+05,1.85760466e+06
52,54,55,76,75,7.07106781e+05,3.76718389e-03,9.91745674e+05,1.85760018e+06
53,55,56,77,76,7.07106781e+05,-7.64189894e-04,9.91754784e+05,1.85761478e+06
54,56,57,78,77,7.07106781e+05,1.51619020e-04,9.91741867e+05,1.85759409e+06
55,57,58,79,78,7.07106781e+05,-5.16163532e-05,9.91668158e+05,1.85747603e+06
56,58,59,80,79,7.07106781e+05,5.18916295e-06,9.92454873e+05,1.85873614e+06
57,59,60,81,80,7.07106781e+05,-1.54282032e-05,9.88137344e+05,1.85182241e+06
58,60,61,82,81,7.07106781e+05,1.09663016e-05,1.00369098e+06,1.87674899e+06
59,61,62,83,82,7.07106781e+05,2.02870970e-05,9.82790236e+05,1.84326611e+06
60,63,64,85,84,-1.86085770e+07,-2.31583877e+06,5.13865951e+05,1.75880629e+07
61,64,65,86,85,-1.79444708e+07,4.25829356e+05,1.02898644e+06,1.82483721e+07
62,65,66,87,86,-1.66477426e+07,-3.23819799e+04,7.94546711e+05,1.66884154e+07
63,66,67,88,87,-1.57509639e+07,-1.21629054e+04,8.63526098e+05,1.58157664e+07
64,67,68,89,88,-1.47307122e+07,7.06527589e+03,8.46001981e+05,1.48069297e+07
65,68,69,90,89,-1.37390404e+07,-2.29341366e+03,8.50249278e+05,1.38166022e+07
66,69,70,91,90,-1.27421377e+07,5.78676686e+02,8.49231223e+05,1.28270428e+07
67,70,71,92,91,-1.17459454e+07,-1.22875877e+02,8.49474340e+05,1.18376776e+07
68,71,72,93,92,-1.07497074e+07,2.27049231e+01,8.49415963e+05,1.08499297e+07
69,72,73,94,93,-9.75345905e+06,-3.74106487e+00,8.49430295e+05,9.86379858e+06
70,73,74,95,94,-8.75721564e+06,6.65848565e-01,8.49426721e+05,8.87994419e+06
71,74,75,96,95,-7.76097087e+06,-7.77228013e-01,8.49427411e+05,7.89919259e+06
72,75,76,97,96,-6.76472660e+06,3.71355597e+00,8.49428217e+05,6.92287050e+06
73,76,77,98,97,-5.76848470e+06,-1.62804507e+01,8.49423446e+05,5.95314054e+06
74,77,78,99,98,-4.77221377e+06,5.62298967e+01,8.49446690e+05,4.99389343e+06
75,78,79,100,99,-3.77613764e+06,-1.17437508e+02,8.49336911e+05,4.05251670e+06
76,79,80,101,100,-2.77908051e+06,-2.12044575e+02,8.49817260e+05,3.14472055e+06
77,80,81,102,101,-1.78579013e+06,3.97666909e+03,8.47983207e+05,2.31373945e+06
78,81,82,103,102,-7.83457057e+05,-2.57978310e+04,8.53415042e+05,1.66709649e+06
79,82,83,104,103,2.29065503e+05,1.11253485e+05,8.46568676e+05,1.47966198e+06
80,84,85,106,105,-3.84440574e+07,-4.64362631e+06,1.03768306e+06,3.63898246e+07
81,85,86,107,106,-3.60651403e+07,1.06865122e+06,1.04056261e+05,3.66116088e+07
82,86,87,108,107,-3.41871841e+07,-2.27361331e+05,5.13303800e+05,3.40856693e+07
83,87,88,109,108,-3.21622073e+07,4.61568249e+04,4.02806261e+05,3.21928715e+07
84,88,89,110,109,-3.01779752e+07,-9.30137483e+03,4.25778329e+05,3.01823365e+07
85,89,90,111,110,-2.81837060e+07,1.94880127e+03,4.22069911e+05,2.81941597e+07
86,90,91,112,111,-2.61915349e+07,-4.38392970e+02,4.22484101e+05,2.62015362e+07
87,91,92,113,112,-2.41989989e+07,1.05286707e+02,4.22469957e+05,2.42101123e+07
88,92,93,114,113,-2.22065162e+07,-2.60501794e+01,4.22464602e+05,2.22185555e+07
89,93,94,115,114,-2.02140265e+07,6.41811115e+00,4.22465315e+05,2.02272694e+07
90,94,95,116,115,-1.82215377e+07,-1.62941484e+00,4.22465716e+05,1.82362232e+07
91,95,96,117,116,-1.62290488e+07,7.54724935e-01,4.22465309e+05,1.62455368e+07
92,96,97,118,117,-1.42365600e+07,-1.59228561e+00,4.22465898e+05,1.42553517e+07
93,97,98,119,118,-1.22440699e+07,6.39405952e+00,4.22466116e+05,1.22659186e+07
94,98,99,120,119,-1.02515893e+07,-3.25209050e+01,4.22449330e+05,1.02776524e+07
95,99,100,121,120,-8.25905551e+06,1.87175131e+02,4.22595963e+05,8.29152011e+06
96,100,101,122,121,-6.26677290e+06,-1.08221340e+03,4.21722257e+05,6.30866157e+06
97,101,102,123,122,-4.27349310e+06,5.84325969e+03,4.25715074e+05,4.33952169e+06
98,102,103,124,123,-2.28332770e+06,-2.83941677e+04,4.12506418e+05,2.37908450e+06
99,103,104,125,124,-2.87421354e+05,1.20438990e+05,4.29803159e+05,8.28206248e+05
