node,x_m,y_m,ux_m,uy_m,u_mag_m
84,-7.11200000e-01,3.04800000e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00
85,-6.40080000e-01,3.04800000e-02,-2.76986128e-05,3.55492965e-05,4.50662360e-05
86,-5.68960000e-01,3.04800000e-02,-5.55696722e-05,1.37828272e-04,1.48608953e-04
87,-4.97840000e-01,3.04800000e-02,-8.12860547e-05,3.03788926e-04,3.14475968e-04
88,-4.26720000e-01,3.04800000e-02,-1.05648164e-04,5.30043382e-04,5.40469723e-04
89,-3.55600000e-01,3.04800000e-02,-1.28457802e-04,8.12955075e-04,8.23041530e-04
90,-2.84480000e-01,3.04800000e-02,-1.49755205e-04,1.14901347e-03,1.15873145e-03
91,-2.13360000e-01,3.04800000e-02,-1.69533401e-04,1.53466726e-03,1.54400297e-03
92,-1.42240000e-01,3.04800000e-02,-1.87793457e-04,1.96637577e-03,1.97532277e-03
93,-7.11200000e-02,3.04800000e-02,-2.04535211e-04,2.44059596e-03,2.44915154e-03
94,-1.11022302e-16,3.04800000e-02,-2.19758696e-04,2.95378526e-03,2.96194889e-03
95,7.11200000e-02,3.04800000e-02,-2.33463902e-04,3.50240101e-03,3.51017353e-03
96,1.42240000e-01,3.04800000e-02,-2.45650832e-04,4.08290056e-03,4.09028377e-03
97,2.13360000e-01,3.04800000e-02,-2.56319486e-04,4.69174128e-03,4.69873770e-03
98,2.84480000e-01,3.04800000e-02,-2.65469865e-04,5.32538051e-03,5.33199323e-03
99,3.55600000e-01,3.04800000e-02,-2.73101940e-04,5.98027566e-03,5.98650830e-03
100,4.26720000e-01,3.04800000e-02,-2.79215946e-04,6.65288383e-03,6.65874049e-03
101,4.97840000e-01,3.04800000e-02,-2.83810482e-04,7.33966320e-03,7.34514835e-03
102,5.68960000e-01,3.04800000e-02,-2.86892235e-04,8.03706958e-03,8.04218842e-03
103,6.40080000e-01,3.04800000e-02,-2.88436536e-04,8.74155634e-03,8.74631367e-03
104,7.11200000e-01,3.04800000e-02,-2.88497848e-04,9.44964181e-03,9.45404471e-03
105,-7.11200000e-01,5.08000000e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00
106,-6.40080000e-01,5.08000000e-02,-4.75889572e-05,3.95491961e-05,6.18776838e-05
107,-5.68960000e-01,5.08000000e-02,-9.36537127e-05,1.40730318e-04,1.69044492e-04
108,-4.97840000e-01,5.08000000e-02,-1.37267089e-04,3.06709312e-04,3.36025082e-04
109,-4.26720000e-01,5.08000000e-02,-1.78286722e-04,5.32751532e-04,5.61792088e-04
110,-3.55600000e-01,5.08000000e-02,-2.16793060e-04,8.15497667e-04,8.43822064e-04
111,-2.84480000e-01,5.08000000e-02,-2.52766135e-04,1.15138081e-03,1.17879960e-03
112,-2.13360000e-01,5.08000000e-02,-2.86208871e-04,1.53686149e-03,1.56328460e-03
113,-1.42240000e-01,5.08000000e-02,-3.17121245e-04,1.96839638e-03,1.99377787e-03
114,-7.11200000e-02,5.08000000e-02,-3.45503115e-04,2.44244308e-03,2.46675912e-03
115,-1.11022302e-16,5.08000000e-02,-3.71354536e-04,2.95545885e-03,2.97869790e-03
116,7.11200000e-02,5.08000000e-02,-3.94675494e-04,3.50390108e-03,3.52605893e-03
117,1.42240000e-01,5.08000000e-02,-4.15465991e-04,4.08422712e-03,4.10530427e-03
118,2.13360000e-01,5.08000000e-02,-4.33726027e-04,4.69289432e-03,4.71289459e-03
119,2.84480000e-01,5.08000000e-02,-4.49455601e-04,5.32636004e-03,5.34528967e-03
120,3.55600000e-01,5.08000000e-02,-4.62654736e-04,5.98108164e-03,5.99894882e-03
121,4.26720000e-01,5.08000000e-02,-4.73323245e-04,6.65351645e-03,6.67033103e-03
122,4.97840000e-01,5.08000000e-02,-4.81462132e-04,7.34012145e-03,7.35589482e-03
123,5.68960000e-01,5.08000000e-02,-4.87067679e-04,8.03735904e-03,8.05210378e-03
124,6.40080000e-01,5.08000000e-02,-4.90145791e-04,8.74164808e-03,8.75537858e-03
125,7.11200000e-01,5.08000000e-02,-4.90741939e-04,9.44967005e-03,9.46240412e-03
