node,x_m,y_m,ux_m,uy_m,u_mag_m
0,-7.11200000e-01,-5.08000000e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,-6.82752000e-01,-5.08000000e-02,-3.80822531e-05,-2.48630889e-05,4.54800087e-05
2,-6.54304000e-01,-5.08000000e-02,-6.88905668e-05,-6.05882168e-05,9.17433497e-05
3,-6.25856000e-01,-5.08000000e-02,-9.65105831e-05,-1.12823064e-04,1.48469985e-04
4,-5.97408000e-01,-5.08000000e-02,-1.20037128e-04,-1.79099325e-04,2.15604918e-04
5,-5.68960000e-01,-5.08000000e-02,-1.39680853e-04,-2.57223686e-04,2.92702520e-04
6,-5.40512000e-01,-5.08000000e-02,-1.55610134e-04,-3.45044414e-04,3.78510451e-04
7,-5.12064000e-01,-5.08000000e-02,-1.68014104e-04,-4.40535309e-04,4.71487113e-04
8,-4.83616000e-01,-5.08000000e-02,-1.77078459e-04,-5.41773657e-04,5.69978487e-04
9,-4.55168000e-01,-5.08000000e-02,-1.82988751e-04,-6.46941358e-04,6.72322842e-04
10,-4.26720000e-01,-5.08000000e-02,-1.85930546e-04,-7.54324055e-04,7.76900861e-04
11,-3.98272000e-01,-5.08000000e-02,-1.86089386e-04,-8.62311358e-04,8.82162195e-04
12,-3.69824000e-01,-5.08000000e-02,-1.83650805e-04,-9.69396766e-04,9.86639604e-04
13,-3.41376000e-01,-5.08000000e-02,-1.78800332e-04,-1.07417767e-03,1.08895695e-03
14,-3.12928000e-01,-5.08000000e-02,-1.71723496e-04,-1.17535536e-03,1.18783382e-03
15,-2.84480000e-01,-5.08000000e-02,-1.62605827e-04,-1.27173503e-03,1.28208839e-03
16,-2.56032000e-01,-5.08000000e-02,-1.51632856e-04,-1.36222575e-03,1.37063909e-03
17,-2.27584000e-01,-5.08000000e-02,-1.38990113e-04,-1.44584050e-03,1.45250576e-03
18,-1.99136000e-01,-5.08000000e-02,-1.24863128e-04,-1.52169616e-03,1.52681040e-03
19,-1.70688000e-01,-5.08000000e-02,-1.09437431e-04,-1.58901350e-03,1.59277759e-03
20,-1.42240000e-01,-5.08000000e-02,-9.28985534e-05,-1.64711719e-03,1.64973488e-03
21,-1.13792000e-01,-5.08000000e-02,-7.54320241e-05,-1.69543581e-03,1.69711301e-03
22,-8.53440000e-02,-5.08000000e-02,-5.72233739e-05,-1.73350180e-03,1.73444603e-03
23,-5.68960000e-02,-5.08000000e-02,-3.84581330e-05,-1.76095154e-03,1.76137144e-03
24,-2.84480000e-02,-5.08000000e-02,-1.93218316e-05,-1.77752528e-03,1.77763029e-03
25,0.00000000e+00,-5.08000000e-02,2.00854600e-16,-1.78306718e-03,1.78306718e-03
26,2.84480000e-02,-5.08000000e-02,1.93218316e-05,-1.77752528e-03,1.77763029e-03
27,5.68960000e-02,-5.08000000e-02,3.84581330e-05,-1.76095154e-03,1.76137144e-03
28,8.53440000e-02,-5.08000000e-02,5.72233739e-05,-1.73350180e-03,1.73444603e-03
29,1.13792000e-01,-5.08000000e-02,7.54320241e-05,-1.69543581e-03,1.69711301e-03
30,1.42240000e-01,-5.08000000e-02,9.28985534e-05,-1.64711719e-03,1.64973488e-03
31,1.70688000e-01,-5.08000000e-02,1.09437431e-04,-1.58901350e-03,1.59277759e-03
32,1.99136000e-01,-5.08000000e-02,1.24863128e-04,-1.52169616e-03,1.52681040e-03
33,2.27584000e-01,-5.08000000e-02,1.38990113e-04,-1.44584050e-03,1.45250576e-03
34,2.56032000e-01,-5.08000000e-02,1.51632856e-04,-1.36222575e-03,1.37063909e-03
35,2.84480000e-01,-5.08000000e-02,1.62605827e-04,-1.27173503e-03,1.28208839e-03
36,3.12928000e-01,-5.08000000e-02,1.71723496e-04,-1.17535536e-03,1.18783382e-03
37,3.41376000e-01,-5.08000000e-02,1.78800332e-04,-1.07417767e-03,1.08895695e-03
38,3.69824000e-01,-5.08000000e-02,1.83650805e-04,-9.69396766e-04,9.86639604e-04
39,3.98272000e-01,-5.08000000e-02,1.86089386e-04,-8.62311358e-04,8.82162195e-04
40,4.26720000e-01,-5.08000000e-02,1.85930546e-04,-7.54324055e-04,7.76900861e-04
41,4.55168000e-01,-5.08000000e-02,1.82988751e-04,-6.46941358e-04,6.72322842e-04
42,4.83616000e-01,-5.08000000e-02,1.77078459e-04,-5.41773657e-04,5.69978487e-04
43,5.12064000e-01,-5.08000000e-02,1.68014104e-04,-4.40535309e-04,4.71487113e-04
44,5.40512000e-01,-5.08000000e-02,1.55610134e-04,-3.45044414e-04,3.78510451e-04
45,5.68960000e-01,-5.08000000e-02,1.39680853e-04,-2.57223686e-04,2.92702520e-04
46,5.97408000e-01,-5.08000000e-02,1.20037128e-04,-1.79099325e-04,2.15604918e-04
47,6.25856000e-01,-5.08000000e-02,9.65105831e-05,-1.12823064e-04,1.48469985e-04
48,6.54304000e-01,-5.08000000e-02,6.88905668e-05,-6.05882168e-05,9.17433497e-05
49,6.82752000e-01,-5.08000000e-02,3.80822531e-05,-2.48630889e-05,4.54800087e-05
50,7.11200000e-01,-5.08000000e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00
51,-7.11200000e-01,-4.57200000e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00
52,-6.82752000e-01,-4.57200000e-02,-3.24659917e-05,-2.25909367e-05,3.95523834e-05
53,-6.54304000e-01,-4.57200000e-02,-6.12783271e-05,-5.91360381e-05,8.51592882e-05
54,-6.25856000e-01,-4.57200000e-02,-8.59732086e-05,-1.11429936e-04,1.40740980e-04
55,-5.97408000e-01,-4.57200000e-02,-1.07224172e-04,-1.77941173e-04,2.07750052e-04
56,-5.68960000e-01,-4.57200000e-02,-1.24933148e-04,-2.56251994e-04,2.85084857e-04
57,-5.40512000e-01,-4.57200000e-02,-1.39310000e-04,-3.44258498e-04,3.71377422e-04
58,-5.12064000e-01,-4.57200000e-02,-1.50512164e-04,-4.39923714e-04,4.64958908e-04
59,-4.83616000e-01,-4.57200000e-02,-1.58709062e-04,-5.41327385e-04,5.64113379e-04
